k_carriers,window_ms,window_sec,phase_levels,phase_bits,snr_power,snr_db,snr_mode,freq_min_hz,freq_max_hz,freq_spacing_hz,cycles_at_20hz,cycles_at_40hz,fourier_resolution_hz,n_trials,fs_hz,per_carrier_accuracy,codeword_accuracy,target_accuracy
30,2000,2.0,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.6896551724137931,40.0,80.0,0.5,100,1000.0,1.0,1.0,0.9
31,2000,2.0,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.6666666666666666,40.0,80.0,0.5,100,1000.0,1.0,1.0,0.9
32,2000,2.0,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.6451612903225806,40.0,80.0,0.5,100,1000.0,1.0,1.0,0.9
33,2000,2.0,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.625,40.0,80.0,0.5,100,1000.0,1.0,1.0,0.9
34,2000,2.0,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.6060606060606061,40.0,80.0,0.5,100,1000.0,1.0,1.0,0.9
35,2000,2.0,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.5882352941176471,40.0,80.0,0.5,100,1000.0,1.0,1.0,0.9
36,2000,2.0,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.5714285714285714,40.0,80.0,0.5,100,1000.0,1.0,1.0,0.9
37,2000,2.0,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.5555555555555556,40.0,80.0,0.5,100,1000.0,1.0,1.0,0.9
38,2000,2.0,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.5405405405405406,40.0,80.0,0.5,100,1000.0,1.0,1.0,0.9
39,2000,2.0,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.5263157894736842,40.0,80.0,0.5,100,1000.0,1.0,1.0,0.9
40,2000,2.0,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.5128205128205128,40.0,80.0,0.5,100,1000.0,1.0,1.0,0.9
41,2000,2.0,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.5,40.0,80.0,0.5,100,1000.0,1.0,1.0,0.9
42,2000,2.0,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.4878048780487805,40.0,80.0,0.5,100,1000.0,1.0,1.0,0.9
43,2000,2.0,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.47619047619047616,40.0,80.0,0.5,100,1000.0,1.0,1.0,0.9
44,2000,2.0,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.46511627906976744,40.0,80.0,0.5,100,1000.0,1.0,1.0,0.9
45,2000,2.0,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.45454545454545453,40.0,80.0,0.5,100,1000.0,1.0,1.0,0.9
46,2000,2.0,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.4444444444444444,40.0,80.0,0.5,100,1000.0,1.0,1.0,0.9
47,2000,2.0,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.43478260869565216,40.0,80.0,0.5,100,1000.0,1.0,1.0,0.9
48,2000,2.0,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.425531914893617,40.0,80.0,0.5,100,1000.0,1.0,1.0,0.9
49,2000,2.0,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.4166666666666667,40.0,80.0,0.5,100,1000.0,1.0,1.0,0.9
50,2000,2.0,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.40816326530612246,40.0,80.0,0.5,100,1000.0,1.0,1.0,0.9
51,2000,2.0,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.4,40.0,80.0,0.5,100,1000.0,1.0,1.0,0.9
52,2000,2.0,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.39215686274509803,40.0,80.0,0.5,100,1000.0,1.0,1.0,0.9
53,2000,2.0,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.38461538461538464,40.0,80.0,0.5,100,1000.0,1.0,1.0,0.9
54,2000,2.0,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.37735849056603776,40.0,80.0,0.5,100,1000.0,1.0,1.0,0.9
55,2000,2.0,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.37037037037037035,40.0,80.0,0.5,100,1000.0,1.0,1.0,0.9
56,2000,2.0,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.36363636363636365,40.0,80.0,0.5,100,1000.0,1.0,1.0,0.9
57,2000,2.0,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.35714285714285715,40.0,80.0,0.5,100,1000.0,1.0,1.0,0.9
58,2000,2.0,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.3508771929824561,40.0,80.0,0.5,100,1000.0,1.0,1.0,0.9
59,2000,2.0,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.3448275862068966,40.0,80.0,0.5,100,1000.0,1.0,1.0,0.9
60,2000,2.0,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.3389830508474576,40.0,80.0,0.5,100,1000.0,1.0,1.0,0.9
61,2000,2.0,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.3333333333333333,40.0,80.0,0.5,100,1000.0,1.0,1.0,0.9
62,2000,2.0,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.32786885245901637,40.0,80.0,0.5,100,1000.0,0.9998387096774194,0.99,0.9
63,2000,2.0,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.3225806451612903,40.0,80.0,0.5,100,1000.0,0.9998412698412699,0.99,0.9
64,2000,2.0,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.31746031746031744,40.0,80.0,0.5,100,1000.0,0.9996875,0.98,0.9
65,2000,2.0,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.3125,40.0,80.0,0.5,100,1000.0,0.9998461538461538,0.99,0.9
66,2000,2.0,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.3076923076923077,40.0,80.0,0.5,100,1000.0,0.9996969696969698,0.98,0.9
67,2000,2.0,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.30303030303030304,40.0,80.0,0.5,100,1000.0,0.9998507462686567,0.99,0.9
68,2000,2.0,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.29850746268656714,40.0,80.0,0.5,100,1000.0,1.0,1.0,0.9
69,2000,2.0,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.29411764705882354,40.0,80.0,0.5,100,1000.0,0.9998550724637681,0.99,0.9
70,2000,2.0,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.2898550724637681,40.0,80.0,0.5,100,1000.0,1.0,1.0,0.9
71,2000,2.0,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.2857142857142857,40.0,80.0,0.5,100,1000.0,0.9998591549295774,0.99,0.9
72,2000,2.0,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.28169014084507044,40.0,80.0,0.5,100,1000.0,0.9998611111111111,0.99,0.9
73,2000,2.0,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.2777777777777778,40.0,80.0,0.5,100,1000.0,0.9998630136986302,0.99,0.9
74,2000,2.0,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.273972602739726,40.0,80.0,0.5,100,1000.0,1.0,1.0,0.9
75,2000,2.0,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.2702702702702703,40.0,80.0,0.5,100,1000.0,1.0,1.0,0.9
76,2000,2.0,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.26666666666666666,40.0,80.0,0.5,100,1000.0,1.0,1.0,0.9
77,2000,2.0,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.2631578947368421,40.0,80.0,0.5,100,1000.0,1.0,1.0,0.9
78,2000,2.0,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.2597402597402597,40.0,80.0,0.5,100,1000.0,1.0,1.0,0.9
79,2000,2.0,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.2564102564102564,40.0,80.0,0.5,100,1000.0,1.0,1.0,0.9
80,2000,2.0,2,1.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.25316455696202533,40.0,80.0,0.5,100,1000.0,1.0,1.0,0.9
1,2000,2.0,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,,40.0,80.0,0.5,100,1000.0,1.0,1.0,0.9
2,2000,2.0,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,20.0,40.0,80.0,0.5,100,1000.0,1.0,1.0,0.9
3,2000,2.0,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,10.0,40.0,80.0,0.5,100,1000.0,1.0,1.0,0.9
4,2000,2.0,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,6.666666666666667,40.0,80.0,0.5,100,1000.0,1.0,1.0,0.9
5,2000,2.0,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,5.0,40.0,80.0,0.5,100,1000.0,1.0,1.0,0.9
6,2000,2.0,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,4.0,40.0,80.0,0.5,100,1000.0,1.0,1.0,0.9
7,2000,2.0,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,3.3333333333333335,40.0,80.0,0.5,100,1000.0,1.0,1.0,0.9
8,2000,2.0,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,2.857142857142857,40.0,80.0,0.5,100,1000.0,1.0,1.0,0.9
9,2000,2.0,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,2.5,40.0,80.0,0.5,100,1000.0,1.0,1.0,0.9
10,2000,2.0,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,2.2222222222222223,40.0,80.0,0.5,100,1000.0,1.0,1.0,0.9
11,2000,2.0,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,2.0,40.0,80.0,0.5,100,1000.0,1.0,1.0,0.9
12,2000,2.0,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,1.8181818181818181,40.0,80.0,0.5,100,1000.0,1.0,1.0,0.9
13,2000,2.0,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,1.6666666666666667,40.0,80.0,0.5,100,1000.0,1.0,1.0,0.9
14,2000,2.0,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,1.5384615384615385,40.0,80.0,0.5,100,1000.0,1.0,1.0,0.9
15,2000,2.0,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,1.4285714285714286,40.0,80.0,0.5,100,1000.0,1.0,1.0,0.9
16,2000,2.0,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,1.3333333333333333,40.0,80.0,0.5,100,1000.0,1.0,1.0,0.9
17,2000,2.0,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,1.25,40.0,80.0,0.5,100,1000.0,1.0,1.0,0.9
18,2000,2.0,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,1.1764705882352942,40.0,80.0,0.5,100,1000.0,1.0,1.0,0.9
19,2000,2.0,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,1.1111111111111112,40.0,80.0,0.5,100,1000.0,1.0,1.0,0.9
20,2000,2.0,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,1.0526315789473684,40.0,80.0,0.5,100,1000.0,1.0,1.0,0.9
21,2000,2.0,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,1.0,40.0,80.0,0.5,100,1000.0,1.0,1.0,0.9
22,2000,2.0,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.9523809523809523,40.0,80.0,0.5,100,1000.0,1.0,1.0,0.9
23,2000,2.0,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.9090909090909091,40.0,80.0,0.5,100,1000.0,1.0,1.0,0.9
24,2000,2.0,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.8695652173913043,40.0,80.0,0.5,100,1000.0,1.0,1.0,0.9
25,2000,2.0,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.8333333333333334,40.0,80.0,0.5,100,1000.0,1.0,1.0,0.9
26,2000,2.0,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.8,40.0,80.0,0.5,100,1000.0,1.0,1.0,0.9
27,2000,2.0,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.7692307692307693,40.0,80.0,0.5,100,1000.0,1.0,1.0,0.9
28,2000,2.0,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.7407407407407407,40.0,80.0,0.5,100,1000.0,1.0,1.0,0.9
29,2000,2.0,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.7142857142857143,40.0,80.0,0.5,100,1000.0,1.0,1.0,0.9
30,2000,2.0,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.6896551724137931,40.0,80.0,0.5,100,1000.0,0.9986666666666667,0.96,0.9
31,2000,2.0,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.6666666666666666,40.0,80.0,0.5,100,1000.0,0.9987096774193548,0.96,0.9
32,2000,2.0,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.6451612903225806,40.0,80.0,0.5,100,1000.0,0.9990625,0.97,0.9
33,2000,2.0,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.625,40.0,80.0,0.5,100,1000.0,0.9990909090909091,0.97,0.9
34,2000,2.0,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.6060606060606061,40.0,80.0,0.5,100,1000.0,0.9991176470588236,0.97,0.9
35,2000,2.0,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.5882352941176471,40.0,80.0,0.5,100,1000.0,0.9997142857142857,0.99,0.9
36,2000,2.0,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.5714285714285714,40.0,80.0,0.5,100,1000.0,0.9988888888888889,0.97,0.9
37,2000,2.0,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.5555555555555556,40.0,80.0,0.5,100,1000.0,0.9997297297297297,0.99,0.9
38,2000,2.0,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.5405405405405406,40.0,80.0,0.5,100,1000.0,0.9997368421052631,0.99,0.9
39,2000,2.0,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.5263157894736842,40.0,80.0,0.5,100,1000.0,1.0,1.0,0.9
40,2000,2.0,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.5128205128205128,40.0,80.0,0.5,100,1000.0,1.0,1.0,0.9
41,2000,2.0,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.5,40.0,80.0,0.5,100,1000.0,1.0,1.0,0.9
42,2000,2.0,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.4878048780487805,40.0,80.0,0.5,100,1000.0,1.0,1.0,0.9
43,2000,2.0,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.47619047619047616,40.0,80.0,0.5,100,1000.0,1.0,1.0,0.9
44,2000,2.0,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.46511627906976744,40.0,80.0,0.5,100,1000.0,1.0,1.0,0.9
45,2000,2.0,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.45454545454545453,40.0,80.0,0.5,100,1000.0,0.9995555555555555,0.99,0.9
46,2000,2.0,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.4444444444444444,40.0,80.0,0.5,100,1000.0,0.9952173913043478,0.9,0.9
47,2000,2.0,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.43478260869565216,40.0,80.0,0.5,100,1000.0,0.9912765957446809,0.84,0.9
48,2000,2.0,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.425531914893617,40.0,80.0,0.5,100,1000.0,0.9920833333333333,0.79,0.9
49,2000,2.0,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.4166666666666667,40.0,80.0,0.5,100,1000.0,0.9757142857142858,0.61,0.9
50,2000,2.0,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.40816326530612246,40.0,80.0,0.5,100,1000.0,0.972,0.45,0.9
51,2000,2.0,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.4,40.0,80.0,0.5,100,1000.0,0.9635294117647059,0.37,0.9
52,2000,2.0,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.39215686274509803,40.0,80.0,0.5,100,1000.0,0.9440384615384615,0.19,0.9
53,2000,2.0,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.38461538461538464,40.0,80.0,0.5,100,1000.0,0.9390566037735849,0.16,0.9
54,2000,2.0,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.37735849056603776,40.0,80.0,0.5,100,1000.0,0.9275925925925926,0.1,0.9
55,2000,2.0,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.37037037037037035,40.0,80.0,0.5,100,1000.0,0.9198181818181819,0.12,0.9
56,2000,2.0,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.36363636363636365,40.0,80.0,0.5,100,1000.0,0.8923214285714286,0.01,0.9
57,2000,2.0,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.35714285714285715,40.0,80.0,0.5,100,1000.0,0.9014035087719299,0.02,0.9
58,2000,2.0,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.3508771929824561,40.0,80.0,0.5,100,1000.0,0.8927586206896552,0.06,0.9
59,2000,2.0,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.3448275862068966,40.0,80.0,0.5,100,1000.0,0.8661016949152542,0.02,0.9
60,2000,2.0,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.3389830508474576,40.0,80.0,0.5,100,1000.0,0.858,0.01,0.9
61,2000,2.0,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.3333333333333333,40.0,80.0,0.5,100,1000.0,0.85,0.02,0.9
62,2000,2.0,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.32786885245901637,40.0,80.0,0.5,100,1000.0,0.8351612903225807,0.0,0.9
63,2000,2.0,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.3225806451612903,40.0,80.0,0.5,100,1000.0,0.8273015873015873,0.0,0.9
64,2000,2.0,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.31746031746031744,40.0,80.0,0.5,100,1000.0,0.8021875,0.0,0.9
65,2000,2.0,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.3125,40.0,80.0,0.5,100,1000.0,0.8103076923076923,0.0,0.9
66,2000,2.0,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.3076923076923077,40.0,80.0,0.5,100,1000.0,0.7978787878787879,0.0,0.9
67,2000,2.0,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.30303030303030304,40.0,80.0,0.5,100,1000.0,0.78,0.0,0.9
68,2000,2.0,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.29850746268656714,40.0,80.0,0.5,100,1000.0,0.7780882352941176,0.0,0.9
69,2000,2.0,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.29411764705882354,40.0,80.0,0.5,100,1000.0,0.7589855072463768,0.0,0.9
70,2000,2.0,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.2898550724637681,40.0,80.0,0.5,100,1000.0,0.7472857142857143,0.0,0.9
71,2000,2.0,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.2857142857142857,40.0,80.0,0.5,100,1000.0,0.7480281690140845,0.0,0.9
72,2000,2.0,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.28169014084507044,40.0,80.0,0.5,100,1000.0,0.7269444444444444,0.0,0.9
73,2000,2.0,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.2777777777777778,40.0,80.0,0.5,100,1000.0,0.7280821917808219,0.0,0.9
74,2000,2.0,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.273972602739726,40.0,80.0,0.5,100,1000.0,0.6991891891891892,0.0,0.9
75,2000,2.0,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.2702702702702703,40.0,80.0,0.5,100,1000.0,0.6964,0.0,0.9
76,2000,2.0,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.26666666666666666,40.0,80.0,0.5,100,1000.0,0.6913157894736842,0.0,0.9
77,2000,2.0,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.2631578947368421,40.0,80.0,0.5,100,1000.0,0.6867532467532468,0.0,0.9
78,2000,2.0,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.2597402597402597,40.0,80.0,0.5,100,1000.0,0.6771794871794872,0.0,0.9
79,2000,2.0,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.2564102564102564,40.0,80.0,0.5,100,1000.0,0.6797468354430379,0.0,0.9
80,2000,2.0,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.25316455696202533,40.0,80.0,0.5,100,1000.0,0.675875,0.0,0.9
1,2000,2.0,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,,40.0,80.0,0.5,100,1000.0,1.0,1.0,0.9
2,2000,2.0,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,20.0,40.0,80.0,0.5,100,1000.0,1.0,1.0,0.9
3,2000,2.0,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,10.0,40.0,80.0,0.5,100,1000.0,1.0,1.0,0.9
4,2000,2.0,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,6.666666666666667,40.0,80.0,0.5,100,1000.0,1.0,1.0,0.9
5,2000,2.0,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,5.0,40.0,80.0,0.5,100,1000.0,1.0,1.0,0.9
6,2000,2.0,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,4.0,40.0,80.0,0.5,100,1000.0,1.0,1.0,0.9
7,2000,2.0,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,3.3333333333333335,40.0,80.0,0.5,100,1000.0,1.0,1.0,0.9
8,2000,2.0,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,2.857142857142857,40.0,80.0,0.5,100,1000.0,1.0,1.0,0.9
9,2000,2.0,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,2.5,40.0,80.0,0.5,100,1000.0,1.0,1.0,0.9
10,2000,2.0,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,2.2222222222222223,40.0,80.0,0.5,100,1000.0,1.0,1.0,0.9
11,2000,2.0,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,2.0,40.0,80.0,0.5,100,1000.0,1.0,1.0,0.9
12,2000,2.0,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,1.8181818181818181,40.0,80.0,0.5,100,1000.0,1.0,1.0,0.9
13,2000,2.0,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,1.6666666666666667,40.0,80.0,0.5,100,1000.0,1.0,1.0,0.9
14,2000,2.0,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,1.5384615384615385,40.0,80.0,0.5,100,1000.0,1.0,1.0,0.9
15,2000,2.0,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,1.4285714285714286,40.0,80.0,0.5,100,1000.0,1.0,1.0,0.9
16,2000,2.0,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,1.3333333333333333,40.0,80.0,0.5,100,1000.0,1.0,1.0,0.9
17,2000,2.0,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,1.25,40.0,80.0,0.5,100,1000.0,0.9994117647058823,0.99,0.9
18,2000,2.0,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,1.1764705882352942,40.0,80.0,0.5,100,1000.0,0.9955555555555555,0.92,0.9
19,2000,2.0,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,1.1111111111111112,40.0,80.0,0.5,100,1000.0,0.9957894736842106,0.92,0.9
20,2000,2.0,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,1.0526315789473684,40.0,80.0,0.5,100,1000.0,0.9995,0.99,0.9
21,2000,2.0,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,1.0,40.0,80.0,0.5,100,1000.0,1.0,1.0,0.9
22,2000,2.0,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.9523809523809523,40.0,80.0,0.5,100,1000.0,1.0,1.0,0.9
23,2000,2.0,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.9090909090909091,40.0,80.0,0.5,100,1000.0,0.9856521739130435,0.78,0.9
24,2000,2.0,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.8695652173913043,40.0,80.0,0.5,100,1000.0,0.9704166666666667,0.51,0.9
25,2000,2.0,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.8333333333333334,40.0,80.0,0.5,100,1000.0,0.9528,0.33,0.9
26,2000,2.0,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.8,40.0,80.0,0.5,100,1000.0,0.9307692307692308,0.17,0.9
27,2000,2.0,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.7692307692307693,40.0,80.0,0.5,100,1000.0,0.9137037037037037,0.1,0.9
28,2000,2.0,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.7407407407407407,40.0,80.0,0.5,100,1000.0,0.8957142857142857,0.05,0.9
29,2000,2.0,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.7142857142857143,40.0,80.0,0.5,100,1000.0,0.8793103448275862,0.0,0.9
30,2000,2.0,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.6896551724137931,40.0,80.0,0.5,100,1000.0,0.8776666666666667,0.01,0.9
