k_carriers,window_ms,window_sec,phase_levels,phase_bits,snr_power,snr_db,snr_mode,freq_min_hz,freq_max_hz,freq_spacing_hz,cycles_at_20hz,cycles_at_40hz,fourier_resolution_hz,n_trials,fs_hz,per_carrier_accuracy,codeword_accuracy,target_accuracy
41,2000,2.0,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.5,40.0,80.0,0.5,500,1000.0,1.0,1.0,0.98
42,2000,2.0,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.4878048780487805,40.0,80.0,0.5,500,1000.0,1.0,1.0,0.98
43,2000,2.0,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.47619047619047616,40.0,80.0,0.5,500,1000.0,1.0,1.0,0.98
44,2000,2.0,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.46511627906976744,40.0,80.0,0.5,500,1000.0,0.9999090909090909,0.996,0.98
45,2000,2.0,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.45454545454545453,40.0,80.0,0.5,500,1000.0,0.9997777777777778,0.992,0.98
46,2000,2.0,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.4444444444444444,40.0,80.0,0.5,500,1000.0,0.9973478260869565,0.934,0.98
47,2000,2.0,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.43478260869565216,40.0,80.0,0.5,500,1000.0,0.9933191489361702,0.852,0.98
48,2000,2.0,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.425531914893617,40.0,80.0,0.5,500,1000.0,0.9883333333333333,0.748,0.98
49,2000,2.0,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.4166666666666667,40.0,80.0,0.5,500,1000.0,0.9804897959183674,0.592,0.98
50,2000,2.0,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.40816326530612246,40.0,80.0,0.5,500,1000.0,0.96872,0.474,0.98
51,2000,2.0,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.4,40.0,80.0,0.5,500,1000.0,0.9614509803921568,0.35,0.98
52,2000,2.0,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.39215686274509803,40.0,80.0,0.5,500,1000.0,0.9495,0.218,0.98
53,2000,2.0,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.38461538461538464,40.0,80.0,0.5,500,1000.0,0.9397358490566038,0.162,0.98
54,2000,2.0,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.37735849056603776,40.0,80.0,0.5,500,1000.0,0.9251851851851852,0.124,0.98
55,2000,2.0,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.37037037037037035,40.0,80.0,0.5,500,1000.0,0.918,0.092,0.98
56,2000,2.0,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.36363636363636365,40.0,80.0,0.5,500,1000.0,0.9047142857142857,0.046,0.98
57,2000,2.0,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.35714285714285715,40.0,80.0,0.5,500,1000.0,0.8920701754385965,0.03,0.98
58,2000,2.0,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.3508771929824561,40.0,80.0,0.5,500,1000.0,0.8781379310344828,0.014,0.98
59,2000,2.0,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.3448275862068966,40.0,80.0,0.5,500,1000.0,0.8730847457627119,0.01,0.98
60,2000,2.0,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.3389830508474576,40.0,80.0,0.5,500,1000.0,0.8609333333333333,0.006,0.98
61,2000,2.0,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.3333333333333333,40.0,80.0,0.5,500,1000.0,0.8514098360655737,0.0,0.98
62,2000,2.0,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.32786885245901637,40.0,80.0,0.5,500,1000.0,0.8333870967741935,0.002,0.98
63,2000,2.0,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.3225806451612903,40.0,80.0,0.5,500,1000.0,0.8259047619047619,0.0,0.98
64,2000,2.0,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.31746031746031744,40.0,80.0,0.5,500,1000.0,0.81640625,0.002,0.98
65,2000,2.0,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.3125,40.0,80.0,0.5,500,1000.0,0.8099692307692308,0.0,0.98
66,2000,2.0,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.3076923076923077,40.0,80.0,0.5,500,1000.0,0.794939393939394,0.0,0.98
67,2000,2.0,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.30303030303030304,40.0,80.0,0.5,500,1000.0,0.7820298507462686,0.0,0.98
68,2000,2.0,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.29850746268656714,40.0,80.0,0.5,500,1000.0,0.7723529411764706,0.0,0.98
69,2000,2.0,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.29411764705882354,40.0,80.0,0.5,500,1000.0,0.7632753623188406,0.0,0.98
70,2000,2.0,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.2898550724637681,40.0,80.0,0.5,500,1000.0,0.7526857142857143,0.0,0.98
71,2000,2.0,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.2857142857142857,40.0,80.0,0.5,500,1000.0,0.7412394366197184,0.0,0.98
72,2000,2.0,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.28169014084507044,40.0,80.0,0.5,500,1000.0,0.7305555555555555,0.0,0.98
73,2000,2.0,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.2777777777777778,40.0,80.0,0.5,500,1000.0,0.7174794520547946,0.0,0.98
74,2000,2.0,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.273972602739726,40.0,80.0,0.5,500,1000.0,0.7092432432432433,0.0,0.98
75,2000,2.0,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.2702702702702703,40.0,80.0,0.5,500,1000.0,0.7064533333333334,0.0,0.98
76,2000,2.0,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.26666666666666666,40.0,80.0,0.5,500,1000.0,0.6958947368421052,0.0,0.98
77,2000,2.0,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.2631578947368421,40.0,80.0,0.5,500,1000.0,0.6889090909090909,0.0,0.98
78,2000,2.0,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.2597402597402597,40.0,80.0,0.5,500,1000.0,0.6746666666666666,0.0,0.98
79,2000,2.0,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.2564102564102564,40.0,80.0,0.5,500,1000.0,0.6743037974683544,0.0,0.98
80,2000,2.0,4,2.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.25316455696202533,40.0,80.0,0.5,500,1000.0,0.6746,0.0,0.98
1,2000,2.0,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,,40.0,80.0,0.5,500,1000.0,1.0,1.0,0.98
2,2000,2.0,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,20.0,40.0,80.0,0.5,500,1000.0,1.0,1.0,0.98
3,2000,2.0,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,10.0,40.0,80.0,0.5,500,1000.0,1.0,1.0,0.98
4,2000,2.0,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,6.666666666666667,40.0,80.0,0.5,500,1000.0,1.0,1.0,0.98
5,2000,2.0,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,5.0,40.0,80.0,0.5,500,1000.0,1.0,1.0,0.98
6,2000,2.0,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,4.0,40.0,80.0,0.5,500,1000.0,1.0,1.0,0.98
7,2000,2.0,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,3.3333333333333335,40.0,80.0,0.5,500,1000.0,1.0,1.0,0.98
8,2000,2.0,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,2.857142857142857,40.0,80.0,0.5,500,1000.0,1.0,1.0,0.98
9,2000,2.0,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,2.5,40.0,80.0,0.5,500,1000.0,1.0,1.0,0.98
10,2000,2.0,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,2.2222222222222223,40.0,80.0,0.5,500,1000.0,1.0,1.0,0.98
11,2000,2.0,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,2.0,40.0,80.0,0.5,500,1000.0,1.0,1.0,0.98
12,2000,2.0,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,1.8181818181818181,40.0,80.0,0.5,500,1000.0,1.0,1.0,0.98
13,2000,2.0,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,1.6666666666666667,40.0,80.0,0.5,500,1000.0,1.0,1.0,0.98
14,2000,2.0,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,1.5384615384615385,40.0,80.0,0.5,500,1000.0,1.0,1.0,0.98
15,2000,2.0,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,1.4285714285714286,40.0,80.0,0.5,500,1000.0,1.0,1.0,0.98
16,2000,2.0,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,1.3333333333333333,40.0,80.0,0.5,500,1000.0,0.999625,0.994,0.98
17,2000,2.0,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,1.25,40.0,80.0,0.5,500,1000.0,0.9977647058823529,0.962,0.98
18,2000,2.0,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,1.1764705882352942,40.0,80.0,0.5,500,1000.0,0.9973333333333333,0.952,0.98
19,2000,2.0,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,1.1111111111111112,40.0,80.0,0.5,500,1000.0,0.9977894736842106,0.962,0.98
20,2000,2.0,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,1.0526315789473684,40.0,80.0,0.5,500,1000.0,0.9998,0.996,0.98
21,2000,2.0,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,1.0,40.0,80.0,0.5,500,1000.0,1.0,1.0,0.98
22,2000,2.0,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.9523809523809523,40.0,80.0,0.5,500,1000.0,0.9996363636363637,0.994,0.98
23,2000,2.0,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.9090909090909091,40.0,80.0,0.5,500,1000.0,0.9925217391304347,0.884,0.98
24,2000,2.0,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.8695652173913043,40.0,80.0,0.5,500,1000.0,0.9734166666666667,0.576,0.98
25,2000,2.0,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.8333333333333334,40.0,80.0,0.5,500,1000.0,0.9512,0.31,0.98
26,2000,2.0,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.8,40.0,80.0,0.5,500,1000.0,0.9338461538461539,0.188,0.98
27,2000,2.0,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.7692307692307693,40.0,80.0,0.5,500,1000.0,0.9079259259259259,0.058,0.98
28,2000,2.0,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.7407407407407407,40.0,80.0,0.5,500,1000.0,0.8945,0.048,0.98
29,2000,2.0,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.7142857142857143,40.0,80.0,0.5,500,1000.0,0.8831724137931034,0.016,0.98
30,2000,2.0,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.6896551724137931,40.0,80.0,0.5,500,1000.0,0.8796666666666667,0.006,0.98
31,2000,2.0,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.6666666666666666,40.0,80.0,0.5,500,1000.0,0.8789032258064516,0.012,0.98
32,2000,2.0,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.6451612903225806,40.0,80.0,0.5,500,1000.0,0.878625,0.008,0.98
33,2000,2.0,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.625,40.0,80.0,0.5,500,1000.0,0.8926060606060606,0.014,0.98
34,2000,2.0,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.6060606060606061,40.0,80.0,0.5,500,1000.0,0.8968235294117647,0.028,0.98
35,2000,2.0,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.5882352941176471,40.0,80.0,0.5,500,1000.0,0.9125142857142857,0.062,0.98
36,2000,2.0,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.5714285714285714,40.0,80.0,0.5,500,1000.0,0.9313888888888889,0.13,0.98
37,2000,2.0,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.5555555555555556,40.0,80.0,0.5,500,1000.0,0.9532972972972973,0.306,0.98
38,2000,2.0,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.5405405405405406,40.0,80.0,0.5,500,1000.0,0.9752105263157895,0.56,0.98
39,2000,2.0,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.5263157894736842,40.0,80.0,0.5,500,1000.0,0.9933333333333333,0.854,0.98
40,2000,2.0,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.5128205128205128,40.0,80.0,0.5,500,1000.0,0.9998,0.994,0.98
41,2000,2.0,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.5,40.0,80.0,0.5,500,1000.0,1.0,1.0,0.98
42,2000,2.0,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.4878048780487805,40.0,80.0,0.5,500,1000.0,0.9998095238095238,0.992,0.98
43,2000,2.0,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.47619047619047616,40.0,80.0,0.5,500,1000.0,0.9878139534883721,0.836,0.98
44,2000,2.0,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.46511627906976744,40.0,80.0,0.5,500,1000.0,0.9669545454545454,0.592,0.98
45,2000,2.0,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.45454545454545453,40.0,80.0,0.5,500,1000.0,0.9241333333333334,0.308,0.98
46,2000,2.0,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.4444444444444444,40.0,80.0,0.5,500,1000.0,0.8885217391304348,0.128,0.98
47,2000,2.0,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.43478260869565216,40.0,80.0,0.5,500,1000.0,0.8535744680851064,0.038,0.98
48,2000,2.0,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.425531914893617,40.0,80.0,0.5,500,1000.0,0.8155833333333333,0.026,0.98
49,2000,2.0,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.4166666666666667,40.0,80.0,0.5,500,1000.0,0.7901632653061225,0.006,0.98
50,2000,2.0,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.40816326530612246,40.0,80.0,0.5,500,1000.0,0.76548,0.004,0.98
51,2000,2.0,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.4,40.0,80.0,0.5,500,1000.0,0.7235686274509804,0.0,0.98
52,2000,2.0,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.39215686274509803,40.0,80.0,0.5,500,1000.0,0.7001153846153846,0.0,0.98
53,2000,2.0,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.38461538461538464,40.0,80.0,0.5,500,1000.0,0.6748679245283019,0.0,0.98
54,2000,2.0,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.37735849056603776,40.0,80.0,0.5,500,1000.0,0.6499259259259259,0.0,0.98
55,2000,2.0,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.37037037037037035,40.0,80.0,0.5,500,1000.0,0.6315272727272727,0.0,0.98
56,2000,2.0,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.36363636363636365,40.0,80.0,0.5,500,1000.0,0.6139285714285714,0.0,0.98
57,2000,2.0,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.35714285714285715,40.0,80.0,0.5,500,1000.0,0.6065263157894737,0.0,0.98
58,2000,2.0,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.3508771929824561,40.0,80.0,0.5,500,1000.0,0.5839655172413794,0.0,0.98
59,2000,2.0,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.3448275862068966,40.0,80.0,0.5,500,1000.0,0.5739661016949152,0.0,0.98
60,2000,2.0,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.3389830508474576,40.0,80.0,0.5,500,1000.0,0.5568333333333333,0.0,0.98
61,2000,2.0,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.3333333333333333,40.0,80.0,0.5,500,1000.0,0.5518360655737705,0.0,0.98
62,2000,2.0,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.32786885245901637,40.0,80.0,0.5,500,1000.0,0.5326774193548387,0.0,0.98
63,2000,2.0,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.3225806451612903,40.0,80.0,0.5,500,1000.0,0.5243492063492063,0.0,0.98
64,2000,2.0,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.31746031746031744,40.0,80.0,0.5,500,1000.0,0.51515625,0.0,0.98
65,2000,2.0,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.3125,40.0,80.0,0.5,500,1000.0,0.5039384615384616,0.0,0.98
66,2000,2.0,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.3076923076923077,40.0,80.0,0.5,500,1000.0,0.499,0.0,0.98
67,2000,2.0,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.30303030303030304,40.0,80.0,0.5,500,1000.0,0.4851044776119403,0.0,0.98
68,2000,2.0,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.29850746268656714,40.0,80.0,0.5,500,1000.0,0.48270588235294115,0.0,0.98
69,2000,2.0,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.29411764705882354,40.0,80.0,0.5,500,1000.0,0.47330434782608694,0.0,0.98
70,2000,2.0,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.2898550724637681,40.0,80.0,0.5,500,1000.0,0.4654857142857143,0.0,0.98
71,2000,2.0,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.2857142857142857,40.0,80.0,0.5,500,1000.0,0.4652394366197183,0.0,0.98
72,2000,2.0,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.28169014084507044,40.0,80.0,0.5,500,1000.0,0.4542777777777778,0.0,0.98
73,2000,2.0,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.2777777777777778,40.0,80.0,0.5,500,1000.0,0.456,0.0,0.98
74,2000,2.0,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.273972602739726,40.0,80.0,0.5,500,1000.0,0.4457027027027027,0.0,0.98
75,2000,2.0,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.2702702702702703,40.0,80.0,0.5,500,1000.0,0.4339733333333333,0.0,0.98
76,2000,2.0,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.26666666666666666,40.0,80.0,0.5,500,1000.0,0.43373684210526314,0.0,0.98
77,2000,2.0,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.2631578947368421,40.0,80.0,0.5,500,1000.0,0.4295584415584416,0.0,0.98
78,2000,2.0,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.2597402597402597,40.0,80.0,0.5,500,1000.0,0.43064102564102563,0.0,0.98
79,2000,2.0,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.2564102564102564,40.0,80.0,0.5,500,1000.0,0.42075949367088605,0.0,0.98
80,2000,2.0,8,3.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.25316455696202533,40.0,80.0,0.5,500,1000.0,0.4159,0.0,0.98
1,2000,2.0,16,4.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,,40.0,80.0,0.5,500,1000.0,1.0,1.0,0.98
2,2000,2.0,16,4.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,20.0,40.0,80.0,0.5,500,1000.0,1.0,1.0,0.98
3,2000,2.0,16,4.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,10.0,40.0,80.0,0.5,500,1000.0,1.0,1.0,0.98
4,2000,2.0,16,4.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,6.666666666666667,40.0,80.0,0.5,500,1000.0,1.0,1.0,0.98
5,2000,2.0,16,4.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,5.0,40.0,80.0,0.5,500,1000.0,1.0,1.0,0.98
6,2000,2.0,16,4.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,4.0,40.0,80.0,0.5,500,1000.0,1.0,1.0,0.98
7,2000,2.0,16,4.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,3.3333333333333335,40.0,80.0,0.5,500,1000.0,0.9985714285714286,0.99,0.98
8,2000,2.0,16,4.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,2.857142857142857,40.0,80.0,0.5,500,1000.0,0.99575,0.966,0.98
9,2000,2.0,16,4.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,2.5,40.0,80.0,0.5,500,1000.0,0.9997777777777778,0.998,0.98
10,2000,2.0,16,4.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,2.2222222222222223,40.0,80.0,0.5,500,1000.0,0.9834,0.84,0.98
11,2000,2.0,16,4.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,2.0,40.0,80.0,0.5,500,1000.0,1.0,1.0,0.98
12,2000,2.0,16,4.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,1.8181818181818181,40.0,80.0,0.5,500,1000.0,0.9561666666666667,0.588,0.98
13,2000,2.0,16,4.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,1.6666666666666667,40.0,80.0,0.5,500,1000.0,0.9384615384615385,0.432,0.98
14,2000,2.0,16,4.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,1.5384615384615385,40.0,80.0,0.5,500,1000.0,0.9958571428571429,0.948,0.98
15,2000,2.0,16,4.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,1.4285714285714286,40.0,80.0,0.5,500,1000.0,0.9676,0.69,0.98
16,2000,2.0,16,4.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,1.3333333333333333,40.0,80.0,0.5,500,1000.0,0.880625,0.166,0.98
17,2000,2.0,16,4.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,1.25,40.0,80.0,0.5,500,1000.0,0.8225882352941176,0.038,0.98
18,2000,2.0,16,4.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,1.1764705882352942,40.0,80.0,0.5,500,1000.0,0.8224444444444444,0.024,0.98
19,2000,2.0,16,4.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,1.1111111111111112,40.0,80.0,0.5,500,1000.0,0.86,0.076,0.98
20,2000,2.0,16,4.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,1.0526315789473684,40.0,80.0,0.5,500,1000.0,0.937,0.38,0.98
21,2000,2.0,16,4.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,1.0,40.0,80.0,0.5,500,1000.0,1.0,1.0,0.98
22,2000,2.0,16,4.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.9523809523809523,40.0,80.0,0.5,500,1000.0,0.9279090909090909,0.416,0.98
23,2000,2.0,16,4.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.9090909090909091,40.0,80.0,0.5,500,1000.0,0.8074782608695652,0.046,0.98
24,2000,2.0,16,4.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.8695652173913043,40.0,80.0,0.5,500,1000.0,0.72775,0.008,0.98
25,2000,2.0,16,4.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.8333333333333334,40.0,80.0,0.5,500,1000.0,0.66344,0.0,0.98
26,2000,2.0,16,4.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.8,40.0,80.0,0.5,500,1000.0,0.6216923076923077,0.0,0.98
27,2000,2.0,16,4.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.7692307692307693,40.0,80.0,0.5,500,1000.0,0.588,0.0,0.98
28,2000,2.0,16,4.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.7407407407407407,40.0,80.0,0.5,500,1000.0,0.567,0.0,0.98
29,2000,2.0,16,4.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.7142857142857143,40.0,80.0,0.5,500,1000.0,0.5573103448275862,0.0,0.98
30,2000,2.0,16,4.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.6896551724137931,40.0,80.0,0.5,500,1000.0,0.5561333333333334,0.0,0.98
31,2000,2.0,16,4.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.6666666666666666,40.0,80.0,0.5,500,1000.0,0.566258064516129,0.0,0.98
32,2000,2.0,16,4.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.6451612903225806,40.0,80.0,0.5,500,1000.0,0.5609375,0.0,0.98
33,2000,2.0,16,4.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.625,40.0,80.0,0.5,500,1000.0,0.5722424242424242,0.0,0.98
34,2000,2.0,16,4.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.6060606060606061,40.0,80.0,0.5,500,1000.0,0.5945294117647059,0.0,0.98
35,2000,2.0,16,4.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.5882352941176471,40.0,80.0,0.5,500,1000.0,0.5975428571428572,0.0,0.98
36,2000,2.0,16,4.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.5714285714285714,40.0,80.0,0.5,500,1000.0,0.6358888888888888,0.0,0.98
37,2000,2.0,16,4.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.5555555555555556,40.0,80.0,0.5,500,1000.0,0.690972972972973,0.0,0.98
38,2000,2.0,16,4.0,0.2,-6.9897000433601875,per_carrier_power,20.0,40.0,0.5405405405405406,40.0,80.0,0.5,500,1000.0,0.7458421052631579,0.008,0.98
