k_carriers,window_ms,window_sec,phase_levels,phase_bits,snr_power,snr_db,snr_mode,noise_spectrum,f_ref_hz,freq_min_hz,freq_max_hz,freq_spacing_hz,cycles_at_20hz,cycles_at_40hz,fourier_resolution_hz,n_trials,fs_hz,per_carrier_accuracy,codeword_accuracy
25,300,0.3,4,2.0,0.003,-25.228787452803374,per_carrier_power,white,28.284271247461902,20.0,40.0,0.8333333333333334,6.0,12.0,3.3333333333333335,2500,1000.0,0.454112,0.0
26,300,0.3,4,2.0,0.003,-25.228787452803374,per_carrier_power,white,28.284271247461902,20.0,40.0,0.8,6.0,12.0,3.3333333333333335,2500,1000.0,0.4494,0.0
27,300,0.3,4,2.0,0.003,-25.228787452803374,per_carrier_power,white,28.284271247461902,20.0,40.0,0.7692307692307693,6.0,12.0,3.3333333333333335,2500,1000.0,0.4478962962962963,0.0
28,300,0.3,4,2.0,0.003,-25.228787452803374,per_carrier_power,white,28.284271247461902,20.0,40.0,0.7407407407407407,6.0,12.0,3.3333333333333335,2500,1000.0,0.4413714285714286,0.0
29,300,0.3,4,2.0,0.003,-25.228787452803374,per_carrier_power,white,28.284271247461902,20.0,40.0,0.7142857142857143,6.0,12.0,3.3333333333333335,2500,1000.0,0.44066206896551724,0.0
30,300,0.3,4,2.0,0.003,-25.228787452803374,per_carrier_power,white,28.284271247461902,20.0,40.0,0.6896551724137931,6.0,12.0,3.3333333333333335,2500,1000.0,0.43477333333333334,0.0
1,300,0.3,4,2.0,0.005,-23.010299956639813,per_carrier_power,white,28.284271247461902,20.0,40.0,,6.0,12.0,3.3333333333333335,2500,1000.0,0.6544,0.6544
2,300,0.3,4,2.0,0.005,-23.010299956639813,per_carrier_power,white,28.284271247461902,20.0,40.0,20.0,6.0,12.0,3.3333333333333335,2500,1000.0,0.6454,0.4148
3,300,0.3,4,2.0,0.005,-23.010299956639813,per_carrier_power,white,28.284271247461902,20.0,40.0,10.0,6.0,12.0,3.3333333333333335,2500,1000.0,0.6584,0.2916
4,300,0.3,4,2.0,0.005,-23.010299956639813,per_carrier_power,white,28.284271247461902,20.0,40.0,6.666666666666667,6.0,12.0,3.3333333333333335,2500,1000.0,0.6507,0.1856
5,300,0.3,4,2.0,0.005,-23.010299956639813,per_carrier_power,white,28.284271247461902,20.0,40.0,5.0,6.0,12.0,3.3333333333333335,2500,1000.0,0.64504,0.1052
6,300,0.3,4,2.0,0.005,-23.010299956639813,per_carrier_power,white,28.284271247461902,20.0,40.0,4.0,6.0,12.0,3.3333333333333335,2500,1000.0,0.6538,0.0696
7,300,0.3,4,2.0,0.005,-23.010299956639813,per_carrier_power,white,28.284271247461902,20.0,40.0,3.3333333333333335,6.0,12.0,3.3333333333333335,2500,1000.0,0.6438857142857143,0.0524
8,300,0.3,4,2.0,0.005,-23.010299956639813,per_carrier_power,white,28.284271247461902,20.0,40.0,2.857142857142857,6.0,12.0,3.3333333333333335,2500,1000.0,0.63875,0.0328
9,300,0.3,4,2.0,0.005,-23.010299956639813,per_carrier_power,white,28.284271247461902,20.0,40.0,2.5,6.0,12.0,3.3333333333333335,2500,1000.0,0.6215111111111111,0.0168
10,300,0.3,4,2.0,0.005,-23.010299956639813,per_carrier_power,white,28.284271247461902,20.0,40.0,2.2222222222222223,6.0,12.0,3.3333333333333335,2500,1000.0,0.60056,0.006
11,300,0.3,4,2.0,0.005,-23.010299956639813,per_carrier_power,white,28.284271247461902,20.0,40.0,2.0,6.0,12.0,3.3333333333333335,2500,1000.0,0.587709090909091,0.0036
12,300,0.3,4,2.0,0.005,-23.010299956639813,per_carrier_power,white,28.284271247461902,20.0,40.0,1.8181818181818181,6.0,12.0,3.3333333333333335,2500,1000.0,0.5726,0.0008
13,300,0.3,4,2.0,0.005,-23.010299956639813,per_carrier_power,white,28.284271247461902,20.0,40.0,1.6666666666666667,6.0,12.0,3.3333333333333335,2500,1000.0,0.5598153846153846,0.0
14,300,0.3,4,2.0,0.005,-23.010299956639813,per_carrier_power,white,28.284271247461902,20.0,40.0,1.5384615384615385,6.0,12.0,3.3333333333333335,2500,1000.0,0.5507714285714286,0.0
15,300,0.3,4,2.0,0.005,-23.010299956639813,per_carrier_power,white,28.284271247461902,20.0,40.0,1.4285714285714286,6.0,12.0,3.3333333333333335,2500,1000.0,0.5361333333333334,0.0
16,300,0.3,4,2.0,0.005,-23.010299956639813,per_carrier_power,white,28.284271247461902,20.0,40.0,1.3333333333333333,6.0,12.0,3.3333333333333335,2500,1000.0,0.532425,0.0
17,300,0.3,4,2.0,0.005,-23.010299956639813,per_carrier_power,white,28.284271247461902,20.0,40.0,1.25,6.0,12.0,3.3333333333333335,2500,1000.0,0.5188705882352941,0.0
18,300,0.3,4,2.0,0.005,-23.010299956639813,per_carrier_power,white,28.284271247461902,20.0,40.0,1.1764705882352942,6.0,12.0,3.3333333333333335,2500,1000.0,0.5115333333333333,0.0
19,300,0.3,4,2.0,0.005,-23.010299956639813,per_carrier_power,white,28.284271247461902,20.0,40.0,1.1111111111111112,6.0,12.0,3.3333333333333335,2500,1000.0,0.5068631578947368,0.0
20,300,0.3,4,2.0,0.005,-23.010299956639813,per_carrier_power,white,28.284271247461902,20.0,40.0,1.0526315789473684,6.0,12.0,3.3333333333333335,2500,1000.0,0.50176,0.0
21,300,0.3,4,2.0,0.005,-23.010299956639813,per_carrier_power,white,28.284271247461902,20.0,40.0,1.0,6.0,12.0,3.3333333333333335,2500,1000.0,0.4939047619047619,0.0
22,300,0.3,4,2.0,0.005,-23.010299956639813,per_carrier_power,white,28.284271247461902,20.0,40.0,0.9523809523809523,6.0,12.0,3.3333333333333335,2500,1000.0,0.48612727272727274,0.0
23,300,0.3,4,2.0,0.005,-23.010299956639813,per_carrier_power,white,28.284271247461902,20.0,40.0,0.9090909090909091,6.0,12.0,3.3333333333333335,2500,1000.0,0.4838782608695652,0.0
24,300,0.3,4,2.0,0.005,-23.010299956639813,per_carrier_power,white,28.284271247461902,20.0,40.0,0.8695652173913043,6.0,12.0,3.3333333333333335,2500,1000.0,0.47625,0.0
25,300,0.3,4,2.0,0.005,-23.010299956639813,per_carrier_power,white,28.284271247461902,20.0,40.0,0.8333333333333334,6.0,12.0,3.3333333333333335,2500,1000.0,0.473952,0.0
26,300,0.3,4,2.0,0.005,-23.010299956639813,per_carrier_power,white,28.284271247461902,20.0,40.0,0.8,6.0,12.0,3.3333333333333335,2500,1000.0,0.47124615384615387,0.0
27,300,0.3,4,2.0,0.005,-23.010299956639813,per_carrier_power,white,28.284271247461902,20.0,40.0,0.7692307692307693,6.0,12.0,3.3333333333333335,2500,1000.0,0.4656148148148148,0.0
28,300,0.3,4,2.0,0.005,-23.010299956639813,per_carrier_power,white,28.284271247461902,20.0,40.0,0.7407407407407407,6.0,12.0,3.3333333333333335,2500,1000.0,0.4573857142857143,0.0
29,300,0.3,4,2.0,0.005,-23.010299956639813,per_carrier_power,white,28.284271247461902,20.0,40.0,0.7142857142857143,6.0,12.0,3.3333333333333335,2500,1000.0,0.4612413793103448,0.0
30,300,0.3,4,2.0,0.005,-23.010299956639813,per_carrier_power,white,28.284271247461902,20.0,40.0,0.6896551724137931,6.0,12.0,3.3333333333333335,2500,1000.0,0.4532933333333333,0.0
1,300,0.3,4,2.0,0.01,-20.0,per_carrier_power,white,28.284271247461902,20.0,40.0,,6.0,12.0,3.3333333333333335,2500,1000.0,0.792,0.792
2,300,0.3,4,2.0,0.01,-20.0,per_carrier_power,white,28.284271247461902,20.0,40.0,20.0,6.0,12.0,3.3333333333333335,2500,1000.0,0.7894,0.6232
3,300,0.3,4,2.0,0.01,-20.0,per_carrier_power,white,28.284271247461902,20.0,40.0,10.0,6.0,12.0,3.3333333333333335,2500,1000.0,0.7914666666666667,0.4948
4,300,0.3,4,2.0,0.01,-20.0,per_carrier_power,white,28.284271247461902,20.0,40.0,6.666666666666667,6.0,12.0,3.3333333333333335,2500,1000.0,0.7864,0.392
5,300,0.3,4,2.0,0.01,-20.0,per_carrier_power,white,28.284271247461902,20.0,40.0,5.0,6.0,12.0,3.3333333333333335,2500,1000.0,0.76456,0.2512
6,300,0.3,4,2.0,0.01,-20.0,per_carrier_power,white,28.284271247461902,20.0,40.0,4.0,6.0,12.0,3.3333333333333335,2500,1000.0,0.7772666666666667,0.2156
7,300,0.3,4,2.0,0.01,-20.0,per_carrier_power,white,28.284271247461902,20.0,40.0,3.3333333333333335,6.0,12.0,3.3333333333333335,2500,1000.0,0.7882857142857143,0.1816
8,300,0.3,4,2.0,0.01,-20.0,per_carrier_power,white,28.284271247461902,20.0,40.0,2.857142857142857,6.0,12.0,3.3333333333333335,2500,1000.0,0.76135,0.1176
9,300,0.3,4,2.0,0.01,-20.0,per_carrier_power,white,28.284271247461902,20.0,40.0,2.5,6.0,12.0,3.3333333333333335,2500,1000.0,0.7241333333333333,0.0556
10,300,0.3,4,2.0,0.01,-20.0,per_carrier_power,white,28.284271247461902,20.0,40.0,2.2222222222222223,6.0,12.0,3.3333333333333335,2500,1000.0,0.69288,0.0332
11,300,0.3,4,2.0,0.01,-20.0,per_carrier_power,white,28.284271247461902,20.0,40.0,2.0,6.0,12.0,3.3333333333333335,2500,1000.0,0.661309090909091,0.0132
12,300,0.3,4,2.0,0.01,-20.0,per_carrier_power,white,28.284271247461902,20.0,40.0,1.8181818181818181,6.0,12.0,3.3333333333333335,2500,1000.0,0.6361666666666667,0.0056
13,300,0.3,4,2.0,0.01,-20.0,per_carrier_power,white,28.284271247461902,20.0,40.0,1.6666666666666667,6.0,12.0,3.3333333333333335,2500,1000.0,0.6128615384615385,0.0016
14,300,0.3,4,2.0,0.01,-20.0,per_carrier_power,white,28.284271247461902,20.0,40.0,1.5384615384615385,6.0,12.0,3.3333333333333335,2500,1000.0,0.6000285714285715,0.0
15,300,0.3,4,2.0,0.01,-20.0,per_carrier_power,white,28.284271247461902,20.0,40.0,1.4285714285714286,6.0,12.0,3.3333333333333335,2500,1000.0,0.58352,0.0004
16,300,0.3,4,2.0,0.01,-20.0,per_carrier_power,white,28.284271247461902,20.0,40.0,1.3333333333333333,6.0,12.0,3.3333333333333335,2500,1000.0,0.5745,0.0
17,300,0.3,4,2.0,0.01,-20.0,per_carrier_power,white,28.284271247461902,20.0,40.0,1.25,6.0,12.0,3.3333333333333335,2500,1000.0,0.5550823529411765,0.0
18,300,0.3,4,2.0,0.01,-20.0,per_carrier_power,white,28.284271247461902,20.0,40.0,1.1764705882352942,6.0,12.0,3.3333333333333335,2500,1000.0,0.5484,0.0
19,300,0.3,4,2.0,0.01,-20.0,per_carrier_power,white,28.284271247461902,20.0,40.0,1.1111111111111112,6.0,12.0,3.3333333333333335,2500,1000.0,0.5394105263157895,0.0
20,300,0.3,4,2.0,0.01,-20.0,per_carrier_power,white,28.284271247461902,20.0,40.0,1.0526315789473684,6.0,12.0,3.3333333333333335,2500,1000.0,0.53326,0.0
21,300,0.3,4,2.0,0.01,-20.0,per_carrier_power,white,28.284271247461902,20.0,40.0,1.0,6.0,12.0,3.3333333333333335,2500,1000.0,0.5213523809523809,0.0
22,300,0.3,4,2.0,0.01,-20.0,per_carrier_power,white,28.284271247461902,20.0,40.0,0.9523809523809523,6.0,12.0,3.3333333333333335,2500,1000.0,0.5192,0.0
23,300,0.3,4,2.0,0.01,-20.0,per_carrier_power,white,28.284271247461902,20.0,40.0,0.9090909090909091,6.0,12.0,3.3333333333333335,2500,1000.0,0.512295652173913,0.0
24,300,0.3,4,2.0,0.01,-20.0,per_carrier_power,white,28.284271247461902,20.0,40.0,0.8695652173913043,6.0,12.0,3.3333333333333335,2500,1000.0,0.5022166666666666,0.0
25,300,0.3,4,2.0,0.01,-20.0,per_carrier_power,white,28.284271247461902,20.0,40.0,0.8333333333333334,6.0,12.0,3.3333333333333335,2500,1000.0,0.496416,0.0
26,300,0.3,4,2.0,0.01,-20.0,per_carrier_power,white,28.284271247461902,20.0,40.0,0.8,6.0,12.0,3.3333333333333335,2500,1000.0,0.49052307692307695,0.0
27,300,0.3,4,2.0,0.01,-20.0,per_carrier_power,white,28.284271247461902,20.0,40.0,0.7692307692307693,6.0,12.0,3.3333333333333335,2500,1000.0,0.4875407407407407,0.0
28,300,0.3,4,2.0,0.01,-20.0,per_carrier_power,white,28.284271247461902,20.0,40.0,0.7407407407407407,6.0,12.0,3.3333333333333335,2500,1000.0,0.47847142857142855,0.0
29,300,0.3,4,2.0,0.01,-20.0,per_carrier_power,white,28.284271247461902,20.0,40.0,0.7142857142857143,6.0,12.0,3.3333333333333335,2500,1000.0,0.47711724137931033,0.0
30,300,0.3,4,2.0,0.01,-20.0,per_carrier_power,white,28.284271247461902,20.0,40.0,0.6896551724137931,6.0,12.0,3.3333333333333335,2500,1000.0,0.46992,0.0
1,300,0.3,4,2.0,0.02,-16.989700043360187,per_carrier_power,white,28.284271247461902,20.0,40.0,,6.0,12.0,3.3333333333333335,2500,1000.0,0.924,0.924
2,300,0.3,4,2.0,0.02,-16.989700043360187,per_carrier_power,white,28.284271247461902,20.0,40.0,20.0,6.0,12.0,3.3333333333333335,2500,1000.0,0.9166,0.8404
3,300,0.3,4,2.0,0.02,-16.989700043360187,per_carrier_power,white,28.284271247461902,20.0,40.0,10.0,6.0,12.0,3.3333333333333335,2500,1000.0,0.9212,0.778
4,300,0.3,4,2.0,0.02,-16.989700043360187,per_carrier_power,white,28.284271247461902,20.0,40.0,6.666666666666667,6.0,12.0,3.3333333333333335,2500,1000.0,0.921,0.718
5,300,0.3,4,2.0,0.02,-16.989700043360187,per_carrier_power,white,28.284271247461902,20.0,40.0,5.0,6.0,12.0,3.3333333333333335,2500,1000.0,0.8848,0.5372
6,300,0.3,4,2.0,0.02,-16.989700043360187,per_carrier_power,white,28.284271247461902,20.0,40.0,4.0,6.0,12.0,3.3333333333333335,2500,1000.0,0.8826,0.4656
7,300,0.3,4,2.0,0.02,-16.989700043360187,per_carrier_power,white,28.284271247461902,20.0,40.0,3.3333333333333335,6.0,12.0,3.3333333333333335,2500,1000.0,0.9148,0.5356
8,300,0.3,4,2.0,0.02,-16.989700043360187,per_carrier_power,white,28.284271247461902,20.0,40.0,2.857142857142857,6.0,12.0,3.3333333333333335,2500,1000.0,0.87295,0.3668
9,300,0.3,4,2.0,0.02,-16.989700043360187,per_carrier_power,white,28.284271247461902,20.0,40.0,2.5,6.0,12.0,3.3333333333333335,2500,1000.0,0.8145333333333333,0.2032
10,300,0.3,4,2.0,0.02,-16.989700043360187,per_carrier_power,white,28.284271247461902,20.0,40.0,2.2222222222222223,6.0,12.0,3.3333333333333335,2500,1000.0,0.76484,0.1012
11,300,0.3,4,2.0,0.02,-16.989700043360187,per_carrier_power,white,28.284271247461902,20.0,40.0,2.0,6.0,12.0,3.3333333333333335,2500,1000.0,0.7244,0.0512
12,300,0.3,4,2.0,0.02,-16.989700043360187,per_carrier_power,white,28.284271247461902,20.0,40.0,1.8181818181818181,6.0,12.0,3.3333333333333335,2500,1000.0,0.6864333333333333,0.0168
13,300,0.3,4,2.0,0.02,-16.989700043360187,per_carrier_power,white,28.284271247461902,20.0,40.0,1.6666666666666667,6.0,12.0,3.3333333333333335,2500,1000.0,0.6584307692307693,0.004
14,300,0.3,4,2.0,0.02,-16.989700043360187,per_carrier_power,white,28.284271247461902,20.0,40.0,1.5384615384615385,6.0,12.0,3.3333333333333335,2500,1000.0,0.6285714285714286,0.0032
15,300,0.3,4,2.0,0.02,-16.989700043360187,per_carrier_power,white,28.284271247461902,20.0,40.0,1.4285714285714286,6.0,12.0,3.3333333333333335,2500,1000.0,0.6137333333333334,0.0008
16,300,0.3,4,2.0,0.02,-16.989700043360187,per_carrier_power,white,28.284271247461902,20.0,40.0,1.3333333333333333,6.0,12.0,3.3333333333333335,2500,1000.0,0.5991,0.0008
17,300,0.3,4,2.0,0.02,-16.989700043360187,per_carrier_power,white,28.284271247461902,20.0,40.0,1.25,6.0,12.0,3.3333333333333335,2500,1000.0,0.5811294117647059,0.0
18,300,0.3,4,2.0,0.02,-16.989700043360187,per_carrier_power,white,28.284271247461902,20.0,40.0,1.1764705882352942,6.0,12.0,3.3333333333333335,2500,1000.0,0.5698444444444445,0.0
19,300,0.3,4,2.0,0.02,-16.989700043360187,per_carrier_power,white,28.284271247461902,20.0,40.0,1.1111111111111112,6.0,12.0,3.3333333333333335,2500,1000.0,0.5634947368421053,0.0
20,300,0.3,4,2.0,0.02,-16.989700043360187,per_carrier_power,white,28.284271247461902,20.0,40.0,1.0526315789473684,6.0,12.0,3.3333333333333335,2500,1000.0,0.55214,0.0
21,300,0.3,4,2.0,0.02,-16.989700043360187,per_carrier_power,white,28.284271247461902,20.0,40.0,1.0,6.0,12.0,3.3333333333333335,2500,1000.0,0.5416761904761904,0.0
22,300,0.3,4,2.0,0.02,-16.989700043360187,per_carrier_power,white,28.284271247461902,20.0,40.0,0.9523809523809523,6.0,12.0,3.3333333333333335,2500,1000.0,0.5316181818181818,0.0
23,300,0.3,4,2.0,0.02,-16.989700043360187,per_carrier_power,white,28.284271247461902,20.0,40.0,0.9090909090909091,6.0,12.0,3.3333333333333335,2500,1000.0,0.5226086956521739,0.0
24,300,0.3,4,2.0,0.02,-16.989700043360187,per_carrier_power,white,28.284271247461902,20.0,40.0,0.8695652173913043,6.0,12.0,3.3333333333333335,2500,1000.0,0.5167333333333334,0.0
25,300,0.3,4,2.0,0.02,-16.989700043360187,per_carrier_power,white,28.284271247461902,20.0,40.0,0.8333333333333334,6.0,12.0,3.3333333333333335,2500,1000.0,0.512448,0.0
26,300,0.3,4,2.0,0.02,-16.989700043360187,per_carrier_power,white,28.284271247461902,20.0,40.0,0.8,6.0,12.0,3.3333333333333335,2500,1000.0,0.5027538461538461,0.0
27,300,0.3,4,2.0,0.02,-16.989700043360187,per_carrier_power,white,28.284271247461902,20.0,40.0,0.7692307692307693,6.0,12.0,3.3333333333333335,2500,1000.0,0.49854814814814813,0.0
28,300,0.3,4,2.0,0.02,-16.989700043360187,per_carrier_power,white,28.284271247461902,20.0,40.0,0.7407407407407407,6.0,12.0,3.3333333333333335,2500,1000.0,0.48897142857142856,0.0
29,300,0.3,4,2.0,0.02,-16.989700043360187,per_carrier_power,white,28.284271247461902,20.0,40.0,0.7142857142857143,6.0,12.0,3.3333333333333335,2500,1000.0,0.4906206896551724,0.0
30,300,0.3,4,2.0,0.02,-16.989700043360187,per_carrier_power,white,28.284271247461902,20.0,40.0,0.6896551724137931,6.0,12.0,3.3333333333333335,2500,1000.0,0.48086666666666666,0.0
1,300,0.3,4,2.0,0.03,-15.228787452803376,per_carrier_power,white,28.284271247461902,20.0,40.0,,6.0,12.0,3.3333333333333335,2500,1000.0,0.9712,0.9712
2,300,0.3,4,2.0,0.03,-15.228787452803376,per_carrier_power,white,28.284271247461902,20.0,40.0,20.0,6.0,12.0,3.3333333333333335,2500,1000.0,0.972,0.9448
3,300,0.3,4,2.0,0.03,-15.228787452803376,per_carrier_power,white,28.284271247461902,20.0,40.0,10.0,6.0,12.0,3.3333333333333335,2500,1000.0,0.9652,0.8976
4,300,0.3,4,2.0,0.03,-15.228787452803376,per_carrier_power,white,28.284271247461902,20.0,40.0,6.666666666666667,6.0,12.0,3.3333333333333335,2500,1000.0,0.9653,0.8664
5,300,0.3,4,2.0,0.03,-15.228787452803376,per_carrier_power,white,28.284271247461902,20.0,40.0,5.0,6.0,12.0,3.3333333333333335,2500,1000.0,0.93488,0.7104
6,300,0.3,4,2.0,0.03,-15.228787452803376,per_carrier_power,white,28.284271247461902,20.0,40.0,4.0,6.0,12.0,3.3333333333333335,2500,1000.0,0.9369333333333333,0.6688
7,300,0.3,4,2.0,0.03,-15.228787452803376,per_carrier_power,white,28.284271247461902,20.0,40.0,3.3333333333333335,6.0,12.0,3.3333333333333335,2500,1000.0,0.968,0.7968
8,300,0.3,4,2.0,0.03,-15.228787452803376,per_carrier_power,white,28.284271247461902,20.0,40.0,2.857142857142857,6.0,12.0,3.3333333333333335,2500,1000.0,0.9189,0.5372
9,300,0.3,4,2.0,0.03,-15.228787452803376,per_carrier_power,white,28.284271247461902,20.0,40.0,2.5,6.0,12.0,3.3333333333333335,2500,1000.0,0.8533333333333334,0.306
10,300,0.3,4,2.0,0.03,-15.228787452803376,per_carrier_power,white,28.284271247461902,20.0,40.0,2.2222222222222223,6.0,12.0,3.3333333333333335,2500,1000.0,0.80276,0.1664
11,300,0.3,4,2.0,0.03,-15.228787452803376,per_carrier_power,white,28.284271247461902,20.0,40.0,2.0,6.0,12.0,3.3333333333333335,2500,1000.0,0.7510545454545454,0.0708
12,300,0.3,4,2.0,0.03,-15.228787452803376,per_carrier_power,white,28.284271247461902,20.0,40.0,1.8181818181818181,6.0,12.0,3.3333333333333335,2500,1000.0,0.7045666666666667,0.0328
13,300,0.3,4,2.0,0.03,-15.228787452803376,per_carrier_power,white,28.284271247461902,20.0,40.0,1.6666666666666667,6.0,12.0,3.3333333333333335,2500,1000.0,0.6665846153846153,0.01
14,300,0.3,4,2.0,0.03,-15.228787452803376,per_carrier_power,white,28.284271247461902,20.0,40.0,1.5384615384615385,6.0,12.0,3.3333333333333335,2500,1000.0,0.6422857142857142,0.0036
15,300,0.3,4,2.0,0.03,-15.228787452803376,per_carrier_power,white,28.284271247461902,20.0,40.0,1.4285714285714286,6.0,12.0,3.3333333333333335,2500,1000.0,0.62376,0.002
16,300,0.3,4,2.0,0.03,-15.228787452803376,per_carrier_power,white,28.284271247461902,20.0,40.0,1.3333333333333333,6.0,12.0,3.3333333333333335,2500,1000.0,0.6134,0.0004
17,300,0.3,4,2.0,0.03,-15.228787452803376,per_carrier_power,white,28.284271247461902,20.0,40.0,1.25,6.0,12.0,3.3333333333333335,2500,1000.0,0.5930117647058823,0.0
18,300,0.3,4,2.0,0.03,-15.228787452803376,per_carrier_power,white,28.284271247461902,20.0,40.0,1.1764705882352942,6.0,12.0,3.3333333333333335,2500,1000.0,0.5817555555555556,0.0
19,300,0.3,4,2.0,0.03,-15.228787452803376,per_carrier_power,white,28.284271247461902,20.0,40.0,1.1111111111111112,6.0,12.0,3.3333333333333335,2500,1000.0,0.5721263157894737,0.0
20,300,0.3,4,2.0,0.03,-15.228787452803376,per_carrier_power,white,28.284271247461902,20.0,40.0,1.0526315789473684,6.0,12.0,3.3333333333333335,2500,1000.0,0.55834,0.0
21,300,0.3,4,2.0,0.03,-15.228787452803376,per_carrier_power,white,28.284271247461902,20.0,40.0,1.0,6.0,12.0,3.3333333333333335,2500,1000.0,0.5497142857142857,0.0
22,300,0.3,4,2.0,0.03,-15.228787452803376,per_carrier_power,white,28.284271247461902,20.0,40.0,0.9523809523809523,6.0,12.0,3.3333333333333335,2500,1000.0,0.5379636363636363,0.0
23,300,0.3,4,2.0,0.03,-15.228787452803376,per_carrier_power,white,28.284271247461902,20.0,40.0,0.9090909090909091,6.0,12.0,3.3333333333333335,2500,1000.0,0.5288695652173913,0.0
24,300,0.3,4,2.0,0.03,-15.228787452803376,per_carrier_power,white,28.284271247461902,20.0,40.0,0.8695652173913043,6.0,12.0,3.3333333333333335,2500,1000.0,0.51955,0.0
25,300,0.3,4,2.0,0.03,-15.228787452803376,per_carrier_power,white,28.284271247461902,20.0,40.0,0.8333333333333334,6.0,12.0,3.3333333333333335,2500,1000.0,0.515152,0.0
26,300,0.3,4,2.0,0.03,-15.228787452803376,per_carrier_power,white,28.284271247461902,20.0,40.0,0.8,6.0,12.0,3.3333333333333335,2500,1000.0,0.5090923076923077,0.0
27,300,0.3,4,2.0,0.03,-15.228787452803376,per_carrier_power,white,28.284271247461902,20.0,40.0,0.7692307692307693,6.0,12.0,3.3333333333333335,2500,1000.0,0.5019555555555556,0.0
28,300,0.3,4,2.0,0.03,-15.228787452803376,per_carrier_power,white,28.284271247461902,20.0,40.0,0.7407407407407407,6.0,12.0,3.3333333333333335,2500,1000.0,0.49692857142857144,0.0
29,300,0.3,4,2.0,0.03,-15.228787452803376,per_carrier_power,white,28.284271247461902,20.0,40.0,0.7142857142857143,6.0,12.0,3.3333333333333335,2500,1000.0,0.48969655172413795,0.0
30,300,0.3,4,2.0,0.03,-15.228787452803376,per_carrier_power,white,28.284271247461902,20.0,40.0,0.6896551724137931,6.0,12.0,3.3333333333333335,2500,1000.0,0.48573333333333335,0.0
1,300,0.3,4,2.0,0.05,-13.010299956639813,per_carrier_power,white,28.284271247461902,20.0,40.0,,6.0,12.0,3.3333333333333335,2500,1000.0,0.994,0.994
2,300,0.3,4,2.0,0.05,-13.010299956639813,per_carrier_power,white,28.284271247461902,20.0,40.0,20.0,6.0,12.0,3.3333333333333335,2500,1000.0,0.9938,0.9876
3,300,0.3,4,2.0,0.05,-13.010299956639813,per_carrier_power,white,28.284271247461902,20.0,40.0,10.0,6.0,12.0,3.3333333333333335,2500,1000.0,0.9949333333333333,0.9848
4,300,0.3,4,2.0,0.05,-13.010299956639813,per_carrier_power,white,28.284271247461902,20.0,40.0,6.666666666666667,6.0,12.0,3.3333333333333335,2500,1000.0,0.993,0.972
5,300,0.3,4,2.0,0.05,-13.010299956639813,per_carrier_power,white,28.284271247461902,20.0,40.0,5.0,6.0,12.0,3.3333333333333335,2500,1000.0,0.97128,0.8612
6,300,0.3,4,2.0,0.05,-13.010299956639813,per_carrier_power,white,28.284271247461902,20.0,40.0,4.0,6.0,12.0,3.3333333333333335,2500,1000.0,0.974,0.8532
7,300,0.3,4,2.0,0.05,-13.010299956639813,per_carrier_power,white,28.284271247461902,20.0,40.0,3.3333333333333335,6.0,12.0,3.3333333333333335,2500,1000.0,0.9932571428571428,0.9532
8,300,0.3,4,2.0,0.05,-13.010299956639813,per_carrier_power,white,28.284271247461902,20.0,40.0,2.857142857142857,6.0,12.0,3.3333333333333335,2500,1000.0,0.95755,0.7464
9,300,0.3,4,2.0,0.05,-13.010299956639813,per_carrier_power,white,28.284271247461902,20.0,40.0,2.5,6.0,12.0,3.3333333333333335,2500,1000.0,0.8933777777777778,0.458
10,300,0.3,4,2.0,0.05,-13.010299956639813,per_carrier_power,white,28.284271247461902,20.0,40.0,2.2222222222222223,6.0,12.0,3.3333333333333335,2500,1000.0,0.83048,0.2468
11,300,0.3,4,2.0,0.05,-13.010299956639813,per_carrier_power,white,28.284271247461902,20.0,40.0,2.0,6.0,12.0,3.3333333333333335,2500,1000.0,0.7740363636363636,0.1128
12,300,0.3,4,2.0,0.05,-13.010299956639813,per_carrier_power,white,28.284271247461902,20.0,40.0,1.8181818181818181,6.0,12.0,3.3333333333333335,2500,1000.0,0.7208333333333333,0.0484
13,300,0.3,4,2.0,0.05,-13.010299956639813,per_carrier_power,white,28.284271247461902,20.0,40.0,1.6666666666666667,6.0,12.0,3.3333333333333335,2500,1000.0,0.6837230769230769,0.0168
14,300,0.3,4,2.0,0.05,-13.010299956639813,per_carrier_power,white,28.284271247461902,20.0,40.0,1.5384615384615385,6.0,12.0,3.3333333333333335,2500,1000.0,0.6512285714285714,0.006
15,300,0.3,4,2.0,0.05,-13.010299956639813,per_carrier_power,white,28.284271247461902,20.0,40.0,1.4285714285714286,6.0,12.0,3.3333333333333335,2500,1000.0,0.6337866666666667,0.0032
16,300,0.3,4,2.0,0.05,-13.010299956639813,per_carrier_power,white,28.284271247461902,20.0,40.0,1.3333333333333333,6.0,12.0,3.3333333333333335,2500,1000.0,0.6143,0.0008
17,300,0.3,4,2.0,0.05,-13.010299956639813,per_carrier_power,white,28.284271247461902,20.0,40.0,1.25,6.0,12.0,3.3333333333333335,2500,1000.0,0.6020470588235294,0.0012
18,300,0.3,4,2.0,0.05,-13.010299956639813,per_carrier_power,white,28.284271247461902,20.0,40.0,1.1764705882352942,6.0,12.0,3.3333333333333335,2500,1000.0,0.5844444444444444,0.0004
