k_carriers,window_ms,window_sec,phase_levels,phase_bits,snr_power,snr_db,snr_mode,noise_spectrum,f_ref_hz,freq_min_hz,freq_max_hz,freq_spacing_hz,cycles_at_20hz,cycles_at_40hz,fourier_resolution_hz,n_trials,fs_hz,per_carrier_accuracy,codeword_accuracy
30,100,0.1,4,2.0,0.2,-6.9897000433601875,per_carrier_power,pink,28.284271247461902,20.0,40.0,0.6896551724137931,2.0,4.0,10.0,2500,1000.0,0.38210666666666665,0.0
1,100,0.1,4,2.0,0.5,-3.010299956639812,per_carrier_power,pink,28.284271247461902,20.0,40.0,,2.0,4.0,10.0,2500,1000.0,1.0,1.0
2,100,0.1,4,2.0,0.5,-3.010299956639812,per_carrier_power,pink,28.284271247461902,20.0,40.0,20.0,2.0,4.0,10.0,2500,1000.0,1.0,1.0
3,100,0.1,4,2.0,0.5,-3.010299956639812,per_carrier_power,pink,28.284271247461902,20.0,40.0,10.0,2.0,4.0,10.0,2500,1000.0,1.0,1.0
4,100,0.1,4,2.0,0.5,-3.010299956639812,per_carrier_power,pink,28.284271247461902,20.0,40.0,6.666666666666667,2.0,4.0,10.0,2500,1000.0,0.9147,0.7608
5,100,0.1,4,2.0,0.5,-3.010299956639812,per_carrier_power,pink,28.284271247461902,20.0,40.0,5.0,2.0,4.0,10.0,2500,1000.0,0.7332,0.2592
6,100,0.1,4,2.0,0.5,-3.010299956639812,per_carrier_power,pink,28.284271247461902,20.0,40.0,4.0,2.0,4.0,10.0,2500,1000.0,0.6537333333333334,0.0808
7,100,0.1,4,2.0,0.5,-3.010299956639812,per_carrier_power,pink,28.284271247461902,20.0,40.0,3.3333333333333335,2.0,4.0,10.0,2500,1000.0,0.6109714285714286,0.0352
8,100,0.1,4,2.0,0.5,-3.010299956639812,per_carrier_power,pink,28.284271247461902,20.0,40.0,2.857142857142857,2.0,4.0,10.0,2500,1000.0,0.57605,0.0092
9,100,0.1,4,2.0,0.5,-3.010299956639812,per_carrier_power,pink,28.284271247461902,20.0,40.0,2.5,2.0,4.0,10.0,2500,1000.0,0.5441333333333334,0.0016
10,100,0.1,4,2.0,0.5,-3.010299956639812,per_carrier_power,pink,28.284271247461902,20.0,40.0,2.2222222222222223,2.0,4.0,10.0,2500,1000.0,0.5258,0.0004
11,100,0.1,4,2.0,0.5,-3.010299956639812,per_carrier_power,pink,28.284271247461902,20.0,40.0,2.0,2.0,4.0,10.0,2500,1000.0,0.5030545454545454,0.0004
12,100,0.1,4,2.0,0.5,-3.010299956639812,per_carrier_power,pink,28.284271247461902,20.0,40.0,1.8181818181818181,2.0,4.0,10.0,2500,1000.0,0.48833333333333334,0.0
13,100,0.1,4,2.0,0.5,-3.010299956639812,per_carrier_power,pink,28.284271247461902,20.0,40.0,1.6666666666666667,2.0,4.0,10.0,2500,1000.0,0.4764,0.0
14,100,0.1,4,2.0,0.5,-3.010299956639812,per_carrier_power,pink,28.284271247461902,20.0,40.0,1.5384615384615385,2.0,4.0,10.0,2500,1000.0,0.4707142857142857,0.0
15,100,0.1,4,2.0,0.5,-3.010299956639812,per_carrier_power,pink,28.284271247461902,20.0,40.0,1.4285714285714286,2.0,4.0,10.0,2500,1000.0,0.45698666666666665,0.0
16,100,0.1,4,2.0,0.5,-3.010299956639812,per_carrier_power,pink,28.284271247461902,20.0,40.0,1.3333333333333333,2.0,4.0,10.0,2500,1000.0,0.450225,0.0
17,100,0.1,4,2.0,0.5,-3.010299956639812,per_carrier_power,pink,28.284271247461902,20.0,40.0,1.25,2.0,4.0,10.0,2500,1000.0,0.44134117647058824,0.0
18,100,0.1,4,2.0,0.5,-3.010299956639812,per_carrier_power,pink,28.284271247461902,20.0,40.0,1.1764705882352942,2.0,4.0,10.0,2500,1000.0,0.43766666666666665,0.0
19,100,0.1,4,2.0,0.5,-3.010299956639812,per_carrier_power,pink,28.284271247461902,20.0,40.0,1.1111111111111112,2.0,4.0,10.0,2500,1000.0,0.42566315789473685,0.0
20,100,0.1,4,2.0,0.5,-3.010299956639812,per_carrier_power,pink,28.284271247461902,20.0,40.0,1.0526315789473684,2.0,4.0,10.0,2500,1000.0,0.42232,0.0
21,100,0.1,4,2.0,0.5,-3.010299956639812,per_carrier_power,pink,28.284271247461902,20.0,40.0,1.0,2.0,4.0,10.0,2500,1000.0,0.4157904761904762,0.0
22,100,0.1,4,2.0,0.5,-3.010299956639812,per_carrier_power,pink,28.284271247461902,20.0,40.0,0.9523809523809523,2.0,4.0,10.0,2500,1000.0,0.41309090909090906,0.0
23,100,0.1,4,2.0,0.5,-3.010299956639812,per_carrier_power,pink,28.284271247461902,20.0,40.0,0.9090909090909091,2.0,4.0,10.0,2500,1000.0,0.40820869565217394,0.0
24,100,0.1,4,2.0,0.5,-3.010299956639812,per_carrier_power,pink,28.284271247461902,20.0,40.0,0.8695652173913043,2.0,4.0,10.0,2500,1000.0,0.4048833333333333,0.0
25,100,0.1,4,2.0,0.5,-3.010299956639812,per_carrier_power,pink,28.284271247461902,20.0,40.0,0.8333333333333334,2.0,4.0,10.0,2500,1000.0,0.399472,0.0
26,100,0.1,4,2.0,0.5,-3.010299956639812,per_carrier_power,pink,28.284271247461902,20.0,40.0,0.8,2.0,4.0,10.0,2500,1000.0,0.3969846153846154,0.0
27,100,0.1,4,2.0,0.5,-3.010299956639812,per_carrier_power,pink,28.284271247461902,20.0,40.0,0.7692307692307693,2.0,4.0,10.0,2500,1000.0,0.3931703703703704,0.0
28,100,0.1,4,2.0,0.5,-3.010299956639812,per_carrier_power,pink,28.284271247461902,20.0,40.0,0.7407407407407407,2.0,4.0,10.0,2500,1000.0,0.39115714285714287,0.0
29,100,0.1,4,2.0,0.5,-3.010299956639812,per_carrier_power,pink,28.284271247461902,20.0,40.0,0.7142857142857143,2.0,4.0,10.0,2500,1000.0,0.3874206896551724,0.0
30,100,0.1,4,2.0,0.5,-3.010299956639812,per_carrier_power,pink,28.284271247461902,20.0,40.0,0.6896551724137931,2.0,4.0,10.0,2500,1000.0,0.38570666666666664,0.0
1,100,0.1,4,2.0,1.0,0.0,per_carrier_power,pink,28.284271247461902,20.0,40.0,,2.0,4.0,10.0,2500,1000.0,1.0,1.0
2,100,0.1,4,2.0,1.0,0.0,per_carrier_power,pink,28.284271247461902,20.0,40.0,20.0,2.0,4.0,10.0,2500,1000.0,1.0,1.0
3,100,0.1,4,2.0,1.0,0.0,per_carrier_power,pink,28.284271247461902,20.0,40.0,10.0,2.0,4.0,10.0,2500,1000.0,1.0,1.0
4,100,0.1,4,2.0,1.0,0.0,per_carrier_power,pink,28.284271247461902,20.0,40.0,6.666666666666667,2.0,4.0,10.0,2500,1000.0,0.9257,0.7912
5,100,0.1,4,2.0,1.0,0.0,per_carrier_power,pink,28.284271247461902,20.0,40.0,5.0,2.0,4.0,10.0,2500,1000.0,0.73808,0.2728
6,100,0.1,4,2.0,1.0,0.0,per_carrier_power,pink,28.284271247461902,20.0,40.0,4.0,2.0,4.0,10.0,2500,1000.0,0.6636666666666666,0.0892
7,100,0.1,4,2.0,1.0,0.0,per_carrier_power,pink,28.284271247461902,20.0,40.0,3.3333333333333335,2.0,4.0,10.0,2500,1000.0,0.6099428571428571,0.028
8,100,0.1,4,2.0,1.0,0.0,per_carrier_power,pink,28.284271247461902,20.0,40.0,2.857142857142857,2.0,4.0,10.0,2500,1000.0,0.57495,0.008
9,100,0.1,4,2.0,1.0,0.0,per_carrier_power,pink,28.284271247461902,20.0,40.0,2.5,2.0,4.0,10.0,2500,1000.0,0.5432444444444444,0.0024
10,100,0.1,4,2.0,1.0,0.0,per_carrier_power,pink,28.284271247461902,20.0,40.0,2.2222222222222223,2.0,4.0,10.0,2500,1000.0,0.52536,0.0008
11,100,0.1,4,2.0,1.0,0.0,per_carrier_power,pink,28.284271247461902,20.0,40.0,2.0,2.0,4.0,10.0,2500,1000.0,0.5071272727272728,0.0
12,100,0.1,4,2.0,1.0,0.0,per_carrier_power,pink,28.284271247461902,20.0,40.0,1.8181818181818181,2.0,4.0,10.0,2500,1000.0,0.4948666666666667,0.0004
13,100,0.1,4,2.0,1.0,0.0,per_carrier_power,pink,28.284271247461902,20.0,40.0,1.6666666666666667,2.0,4.0,10.0,2500,1000.0,0.47812307692307693,0.0
14,100,0.1,4,2.0,1.0,0.0,per_carrier_power,pink,28.284271247461902,20.0,40.0,1.5384615384615385,2.0,4.0,10.0,2500,1000.0,0.47031428571428574,0.0
15,100,0.1,4,2.0,1.0,0.0,per_carrier_power,pink,28.284271247461902,20.0,40.0,1.4285714285714286,2.0,4.0,10.0,2500,1000.0,0.45408,0.0
16,100,0.1,4,2.0,1.0,0.0,per_carrier_power,pink,28.284271247461902,20.0,40.0,1.3333333333333333,2.0,4.0,10.0,2500,1000.0,0.445025,0.0
17,100,0.1,4,2.0,1.0,0.0,per_carrier_power,pink,28.284271247461902,20.0,40.0,1.25,2.0,4.0,10.0,2500,1000.0,0.4410588235294118,0.0
18,100,0.1,4,2.0,1.0,0.0,per_carrier_power,pink,28.284271247461902,20.0,40.0,1.1764705882352942,2.0,4.0,10.0,2500,1000.0,0.43555555555555553,0.0
19,100,0.1,4,2.0,1.0,0.0,per_carrier_power,pink,28.284271247461902,20.0,40.0,1.1111111111111112,2.0,4.0,10.0,2500,1000.0,0.42749473684210526,0.0
20,100,0.1,4,2.0,1.0,0.0,per_carrier_power,pink,28.284271247461902,20.0,40.0,1.0526315789473684,2.0,4.0,10.0,2500,1000.0,0.42514,0.0
21,100,0.1,4,2.0,1.0,0.0,per_carrier_power,pink,28.284271247461902,20.0,40.0,1.0,2.0,4.0,10.0,2500,1000.0,0.41691428571428574,0.0
22,100,0.1,4,2.0,1.0,0.0,per_carrier_power,pink,28.284271247461902,20.0,40.0,0.9523809523809523,2.0,4.0,10.0,2500,1000.0,0.40912727272727273,0.0
23,100,0.1,4,2.0,1.0,0.0,per_carrier_power,pink,28.284271247461902,20.0,40.0,0.9090909090909091,2.0,4.0,10.0,2500,1000.0,0.4091130434782609,0.0
24,100,0.1,4,2.0,1.0,0.0,per_carrier_power,pink,28.284271247461902,20.0,40.0,0.8695652173913043,2.0,4.0,10.0,2500,1000.0,0.4077,0.0
25,100,0.1,4,2.0,1.0,0.0,per_carrier_power,pink,28.284271247461902,20.0,40.0,0.8333333333333334,2.0,4.0,10.0,2500,1000.0,0.400288,0.0
26,100,0.1,4,2.0,1.0,0.0,per_carrier_power,pink,28.284271247461902,20.0,40.0,0.8,2.0,4.0,10.0,2500,1000.0,0.39584615384615385,0.0
27,100,0.1,4,2.0,1.0,0.0,per_carrier_power,pink,28.284271247461902,20.0,40.0,0.7692307692307693,2.0,4.0,10.0,2500,1000.0,0.39545185185185183,0.0
28,100,0.1,4,2.0,1.0,0.0,per_carrier_power,pink,28.284271247461902,20.0,40.0,0.7407407407407407,2.0,4.0,10.0,2500,1000.0,0.38885714285714285,0.0
29,100,0.1,4,2.0,1.0,0.0,per_carrier_power,pink,28.284271247461902,20.0,40.0,0.7142857142857143,2.0,4.0,10.0,2500,1000.0,0.3896689655172414,0.0
30,100,0.1,4,2.0,1.0,0.0,per_carrier_power,pink,28.284271247461902,20.0,40.0,0.6896551724137931,2.0,4.0,10.0,2500,1000.0,0.38576,0.0
1,100,0.1,4,2.0,2.0,3.010299956639812,per_carrier_power,pink,28.284271247461902,20.0,40.0,,2.0,4.0,10.0,2500,1000.0,1.0,1.0
2,100,0.1,4,2.0,2.0,3.010299956639812,per_carrier_power,pink,28.284271247461902,20.0,40.0,20.0,2.0,4.0,10.0,2500,1000.0,1.0,1.0
3,100,0.1,4,2.0,2.0,3.010299956639812,per_carrier_power,pink,28.284271247461902,20.0,40.0,10.0,2.0,4.0,10.0,2500,1000.0,1.0,1.0
4,100,0.1,4,2.0,2.0,3.010299956639812,per_carrier_power,pink,28.284271247461902,20.0,40.0,6.666666666666667,2.0,4.0,10.0,2500,1000.0,0.9296,0.7944
5,100,0.1,4,2.0,2.0,3.010299956639812,per_carrier_power,pink,28.284271247461902,20.0,40.0,5.0,2.0,4.0,10.0,2500,1000.0,0.74448,0.282
6,100,0.1,4,2.0,2.0,3.010299956639812,per_carrier_power,pink,28.284271247461902,20.0,40.0,4.0,2.0,4.0,10.0,2500,1000.0,0.663,0.0928
7,100,0.1,4,2.0,2.0,3.010299956639812,per_carrier_power,pink,28.284271247461902,20.0,40.0,3.3333333333333335,2.0,4.0,10.0,2500,1000.0,0.6150285714285715,0.0328
8,100,0.1,4,2.0,2.0,3.010299956639812,per_carrier_power,pink,28.284271247461902,20.0,40.0,2.857142857142857,2.0,4.0,10.0,2500,1000.0,0.57615,0.0088
9,100,0.1,4,2.0,2.0,3.010299956639812,per_carrier_power,pink,28.284271247461902,20.0,40.0,2.5,2.0,4.0,10.0,2500,1000.0,0.5500444444444444,0.0032
10,100,0.1,4,2.0,2.0,3.010299956639812,per_carrier_power,pink,28.284271247461902,20.0,40.0,2.2222222222222223,2.0,4.0,10.0,2500,1000.0,0.52416,0.0004
11,100,0.1,4,2.0,2.0,3.010299956639812,per_carrier_power,pink,28.284271247461902,20.0,40.0,2.0,2.0,4.0,10.0,2500,1000.0,0.5014909090909091,0.0004
12,100,0.1,4,2.0,2.0,3.010299956639812,per_carrier_power,pink,28.284271247461902,20.0,40.0,1.8181818181818181,2.0,4.0,10.0,2500,1000.0,0.48923333333333335,0.0
13,100,0.1,4,2.0,2.0,3.010299956639812,per_carrier_power,pink,28.284271247461902,20.0,40.0,1.6666666666666667,2.0,4.0,10.0,2500,1000.0,0.4822153846153846,0.0
14,100,0.1,4,2.0,2.0,3.010299956639812,per_carrier_power,pink,28.284271247461902,20.0,40.0,1.5384615384615385,2.0,4.0,10.0,2500,1000.0,0.4668857142857143,0.0004
15,100,0.1,4,2.0,2.0,3.010299956639812,per_carrier_power,pink,28.284271247461902,20.0,40.0,1.4285714285714286,2.0,4.0,10.0,2500,1000.0,0.45882666666666666,0.0
16,100,0.1,4,2.0,2.0,3.010299956639812,per_carrier_power,pink,28.284271247461902,20.0,40.0,1.3333333333333333,2.0,4.0,10.0,2500,1000.0,0.448475,0.0
17,100,0.1,4,2.0,2.0,3.010299956639812,per_carrier_power,pink,28.284271247461902,20.0,40.0,1.25,2.0,4.0,10.0,2500,1000.0,0.4396470588235294,0.0
18,100,0.1,4,2.0,2.0,3.010299956639812,per_carrier_power,pink,28.284271247461902,20.0,40.0,1.1764705882352942,2.0,4.0,10.0,2500,1000.0,0.4321333333333333,0.0
19,100,0.1,4,2.0,2.0,3.010299956639812,per_carrier_power,pink,28.284271247461902,20.0,40.0,1.1111111111111112,2.0,4.0,10.0,2500,1000.0,0.428378947368421,0.0
20,100,0.1,4,2.0,2.0,3.010299956639812,per_carrier_power,pink,28.284271247461902,20.0,40.0,1.0526315789473684,2.0,4.0,10.0,2500,1000.0,0.4231,0.0
21,100,0.1,4,2.0,2.0,3.010299956639812,per_carrier_power,pink,28.284271247461902,20.0,40.0,1.0,2.0,4.0,10.0,2500,1000.0,0.4193142857142857,0.0
22,100,0.1,4,2.0,2.0,3.010299956639812,per_carrier_power,pink,28.284271247461902,20.0,40.0,0.9523809523809523,2.0,4.0,10.0,2500,1000.0,0.41012727272727273,0.0
23,100,0.1,4,2.0,2.0,3.010299956639812,per_carrier_power,pink,28.284271247461902,20.0,40.0,0.9090909090909091,2.0,4.0,10.0,2500,1000.0,0.4064869565217391,0.0
24,100,0.1,4,2.0,2.0,3.010299956639812,per_carrier_power,pink,28.284271247461902,20.0,40.0,0.8695652173913043,2.0,4.0,10.0,2500,1000.0,0.40126666666666666,0.0
25,100,0.1,4,2.0,2.0,3.010299956639812,per_carrier_power,pink,28.284271247461902,20.0,40.0,0.8333333333333334,2.0,4.0,10.0,2500,1000.0,0.399328,0.0
26,100,0.1,4,2.0,2.0,3.010299956639812,per_carrier_power,pink,28.284271247461902,20.0,40.0,0.8,2.0,4.0,10.0,2500,1000.0,0.3935230769230769,0.0
27,100,0.1,4,2.0,2.0,3.010299956639812,per_carrier_power,pink,28.284271247461902,20.0,40.0,0.7692307692307693,2.0,4.0,10.0,2500,1000.0,0.3927407407407407,0.0
28,100,0.1,4,2.0,2.0,3.010299956639812,per_carrier_power,pink,28.284271247461902,20.0,40.0,0.7407407407407407,2.0,4.0,10.0,2500,1000.0,0.38971428571428574,0.0
29,100,0.1,4,2.0,2.0,3.010299956639812,per_carrier_power,pink,28.284271247461902,20.0,40.0,0.7142857142857143,2.0,4.0,10.0,2500,1000.0,0.38864827586206896,0.0
30,100,0.1,4,2.0,2.0,3.010299956639812,per_carrier_power,pink,28.284271247461902,20.0,40.0,0.6896551724137931,2.0,4.0,10.0,2500,1000.0,0.38693333333333335,0.0
1,200,0.2,4,2.0,0.003,-25.228787452803374,per_carrier_power,pink,28.284271247461902,20.0,40.0,,4.0,8.0,5.0,2500,1000.0,0.5208,0.5208
2,200,0.2,4,2.0,0.003,-25.228787452803374,per_carrier_power,pink,28.284271247461902,20.0,40.0,20.0,4.0,8.0,5.0,2500,1000.0,0.4906,0.2432
3,200,0.2,4,2.0,0.003,-25.228787452803374,per_carrier_power,pink,28.284271247461902,20.0,40.0,10.0,4.0,8.0,5.0,2500,1000.0,0.5152,0.1316
4,200,0.2,4,2.0,0.003,-25.228787452803374,per_carrier_power,pink,28.284271247461902,20.0,40.0,6.666666666666667,4.0,8.0,5.0,2500,1000.0,0.4988,0.0548
5,200,0.2,4,2.0,0.003,-25.228787452803374,per_carrier_power,pink,28.284271247461902,20.0,40.0,5.0,4.0,8.0,5.0,2500,1000.0,0.50616,0.036
6,200,0.2,4,2.0,0.003,-25.228787452803374,per_carrier_power,pink,28.284271247461902,20.0,40.0,4.0,4.0,8.0,5.0,2500,1000.0,0.5038,0.0144
7,200,0.2,4,2.0,0.003,-25.228787452803374,per_carrier_power,pink,28.284271247461902,20.0,40.0,3.3333333333333335,4.0,8.0,5.0,2500,1000.0,0.49005714285714286,0.0056
8,200,0.2,4,2.0,0.003,-25.228787452803374,per_carrier_power,pink,28.284271247461902,20.0,40.0,2.857142857142857,4.0,8.0,5.0,2500,1000.0,0.4848,0.0036
9,200,0.2,4,2.0,0.003,-25.228787452803374,per_carrier_power,pink,28.284271247461902,20.0,40.0,2.5,4.0,8.0,5.0,2500,1000.0,0.47284444444444446,0.0016
10,200,0.2,4,2.0,0.003,-25.228787452803374,per_carrier_power,pink,28.284271247461902,20.0,40.0,2.2222222222222223,4.0,8.0,5.0,2500,1000.0,0.475,0.0004
11,200,0.2,4,2.0,0.003,-25.228787452803374,per_carrier_power,pink,28.284271247461902,20.0,40.0,2.0,4.0,8.0,5.0,2500,1000.0,0.4637090909090909,0.0
12,200,0.2,4,2.0,0.003,-25.228787452803374,per_carrier_power,pink,28.284271247461902,20.0,40.0,1.8181818181818181,4.0,8.0,5.0,2500,1000.0,0.45313333333333333,0.0
13,200,0.2,4,2.0,0.003,-25.228787452803374,per_carrier_power,pink,28.284271247461902,20.0,40.0,1.6666666666666667,4.0,8.0,5.0,2500,1000.0,0.45224615384615385,0.0
14,200,0.2,4,2.0,0.003,-25.228787452803374,per_carrier_power,pink,28.284271247461902,20.0,40.0,1.5384615384615385,4.0,8.0,5.0,2500,1000.0,0.4465142857142857,0.0
15,200,0.2,4,2.0,0.003,-25.228787452803374,per_carrier_power,pink,28.284271247461902,20.0,40.0,1.4285714285714286,4.0,8.0,5.0,2500,1000.0,0.44410666666666665,0.0
16,200,0.2,4,2.0,0.003,-25.228787452803374,per_carrier_power,pink,28.284271247461902,20.0,40.0,1.3333333333333333,4.0,8.0,5.0,2500,1000.0,0.44185,0.0
17,200,0.2,4,2.0,0.003,-25.228787452803374,per_carrier_power,pink,28.284271247461902,20.0,40.0,1.25,4.0,8.0,5.0,2500,1000.0,0.4308,0.0
18,200,0.2,4,2.0,0.003,-25.228787452803374,per_carrier_power,pink,28.284271247461902,20.0,40.0,1.1764705882352942,4.0,8.0,5.0,2500,1000.0,0.43177777777777776,0.0
19,200,0.2,4,2.0,0.003,-25.228787452803374,per_carrier_power,pink,28.284271247461902,20.0,40.0,1.1111111111111112,4.0,8.0,5.0,2500,1000.0,0.4242736842105263,0.0
20,200,0.2,4,2.0,0.003,-25.228787452803374,per_carrier_power,pink,28.284271247461902,20.0,40.0,1.0526315789473684,4.0,8.0,5.0,2500,1000.0,0.42086,0.0
21,200,0.2,4,2.0,0.003,-25.228787452803374,per_carrier_power,pink,28.284271247461902,20.0,40.0,1.0,4.0,8.0,5.0,2500,1000.0,0.4208190476190476,0.0
22,200,0.2,4,2.0,0.003,-25.228787452803374,per_carrier_power,pink,28.284271247461902,20.0,40.0,0.9523809523809523,4.0,8.0,5.0,2500,1000.0,0.42067272727272725,0.0
23,200,0.2,4,2.0,0.003,-25.228787452803374,per_carrier_power,pink,28.284271247461902,20.0,40.0,0.9090909090909091,4.0,8.0,5.0,2500,1000.0,0.4154260869565217,0.0
24,200,0.2,4,2.0,0.003,-25.228787452803374,per_carrier_power,pink,28.284271247461902,20.0,40.0,0.8695652173913043,4.0,8.0,5.0,2500,1000.0,0.41336666666666666,0.0
25,200,0.2,4,2.0,0.003,-25.228787452803374,per_carrier_power,pink,28.284271247461902,20.0,40.0,0.8333333333333334,4.0,8.0,5.0,2500,1000.0,0.41,0.0
26,200,0.2,4,2.0,0.003,-25.228787452803374,per_carrier_power,pink,28.284271247461902,20.0,40.0,0.8,4.0,8.0,5.0,2500,1000.0,0.41067692307692305,0.0
27,200,0.2,4,2.0,0.003,-25.228787452803374,per_carrier_power,pink,28.284271247461902,20.0,40.0,0.7692307692307693,4.0,8.0,5.0,2500,1000.0,0.4042222222222222,0.0
28,200,0.2,4,2.0,0.003,-25.228787452803374,per_carrier_power,pink,28.284271247461902,20.0,40.0,0.7407407407407407,4.0,8.0,5.0,2500,1000.0,0.4016857142857143,0.0
29,200,0.2,4,2.0,0.003,-25.228787452803374,per_carrier_power,pink,28.284271247461902,20.0,40.0,0.7142857142857143,4.0,8.0,5.0,2500,1000.0,0.4017655172413793,0.0
30,200,0.2,4,2.0,0.003,-25.228787452803374,per_carrier_power,pink,28.284271247461902,20.0,40.0,0.6896551724137931,4.0,8.0,5.0,2500,1000.0,0.3967466666666667,0.0
1,200,0.2,4,2.0,0.005,-23.010299956639813,per_carrier_power,pink,28.284271247461902,20.0,40.0,,4.0,8.0,5.0,2500,1000.0,0.6184,0.6184
2,200,0.2,4,2.0,0.005,-23.010299956639813,per_carrier_power,pink,28.284271247461902,20.0,40.0,20.0,4.0,8.0,5.0,2500,1000.0,0.5788,0.3308
3,200,0.2,4,2.0,0.005,-23.010299956639813,per_carrier_power,pink,28.284271247461902,20.0,40.0,10.0,4.0,8.0,5.0,2500,1000.0,0.5769333333333333,0.1928
4,200,0.2,4,2.0,0.005,-23.010299956639813,per_carrier_power,pink,28.284271247461902,20.0,40.0,6.666666666666667,4.0,8.0,5.0,2500,1000.0,0.5817,0.1116
5,200,0.2,4,2.0,0.005,-23.010299956639813,per_carrier_power,pink,28.284271247461902,20.0,40.0,5.0,4.0,8.0,5.0,2500,1000.0,0.5756,0.0628
6,200,0.2,4,2.0,0.005,-23.010299956639813,per_carrier_power,pink,28.284271247461902,20.0,40.0,4.0,4.0,8.0,5.0,2500,1000.0,0.5671333333333334,0.0364
7,200,0.2,4,2.0,0.005,-23.010299956639813,per_carrier_power,pink,28.284271247461902,20.0,40.0,3.3333333333333335,4.0,8.0,5.0,2500,1000.0,0.5561142857142857,0.014
8,200,0.2,4,2.0,0.005,-23.010299956639813,per_carrier_power,pink,28.284271247461902,20.0,40.0,2.857142857142857,4.0,8.0,5.0,2500,1000.0,0.53355,0.0092
9,200,0.2,4,2.0,0.005,-23.010299956639813,per_carrier_power,pink,28.284271247461902,20.0,40.0,2.5,4.0,8.0,5.0,2500,1000.0,0.5224,0.002
10,200,0.2,4,2.0,0.005,-23.010299956639813,per_carrier_power,pink,28.284271247461902,20.0,40.0,2.2222222222222223,4.0,8.0,5.0,2500,1000.0,0.51136,0.0004
11,200,0.2,4,2.0,0.005,-23.010299956639813,per_carrier_power,pink,28.284271247461902,20.0,40.0,2.0,4.0,8.0,5.0,2500,1000.0,0.5029090909090909,0.0
12,200,0.2,4,2.0,0.005,-23.010299956639813,per_carrier_power,pink,28.284271247461902,20.0,40.0,1.8181818181818181,4.0,8.0,5.0,2500,1000.0,0.49296666666666666,0.0004
13,200,0.2,4,2.0,0.005,-23.010299956639813,per_carrier_power,pink,28.284271247461902,20.0,40.0,1.6666666666666667,4.0,8.0,5.0,2500,1000.0,0.48738461538461536,0.0
14,200,0.2,4,2.0,0.005,-23.010299956639813,per_carrier_power,pink,28.284271247461902,20.0,40.0,1.5384615384615385,4.0,8.0,5.0,2500,1000.0,0.4818,0.0
15,200,0.2,4,2.0,0.005,-23.010299956639813,per_carrier_power,pink,28.284271247461902,20.0,40.0,1.4285714285714286,4.0,8.0,5.0,2500,1000.0,0.47002666666666665,0.0
16,200,0.2,4,2.0,0.005,-23.010299956639813,per_carrier_power,pink,28.284271247461902,20.0,40.0,1.3333333333333333,4.0,8.0,5.0,2500,1000.0,0.46835,0.0
17,200,0.2,4,2.0,0.005,-23.010299956639813,per_carrier_power,pink,28.284271247461902,20.0,40.0,1.25,4.0,8.0,5.0,2500,1000.0,0.4580941176470588,0.0
18,200,0.2,4,2.0,0.005,-23.010299956639813,per_carrier_power,pink,28.284271247461902,20.0,40.0,1.1764705882352942,4.0,8.0,5.0,2500,1000.0,0.4555111111111111,0.0
19,200,0.2,4,2.0,0.005,-23.010299956639813,per_carrier_power,pink,28.284271247461902,20.0,40.0,1.1111111111111112,4.0,8.0,5.0,2500,1000.0,0.4516631578947368,0.0
20,200,0.2,4,2.0,0.005,-23.010299956639813,per_carrier_power,pink,28.284271247461902,20.0,40.0,1.0526315789473684,4.0,8.0,5.0,2500,1000.0,0.44726,0.0
21,200,0.2,4,2.0,0.005,-23.010299956639813,per_carrier_power,pink,28.284271247461902,20.0,40.0,1.0,4.0,8.0,5.0,2500,1000.0,0.44057142857142856,0.0
22,200,0.2,4,2.0,0.005,-23.010299956639813,per_carrier_power,pink,28.284271247461902,20.0,40.0,0.9523809523809523,4.0,8.0,5.0,2500,1000.0,0.44021818181818184,0.0
23,200,0.2,4,2.0,0.005,-23.010299956639813,per_carrier_power,pink,28.284271247461902,20.0,40.0,0.9090909090909091,4.0,8.0,5.0,2500,1000.0,0.43490434782608695,0.0
24,200,0.2,4,2.0,0.005,-23.010299956639813,per_carrier_power,pink,28.284271247461902,20.0,40.0,0.8695652173913043,4.0,8.0,5.0,2500,1000.0,0.43396666666666667,0.0
25,200,0.2,4,2.0,0.005,-23.010299956639813,per_carrier_power,pink,28.284271247461902,20.0,40.0,0.8333333333333334,4.0,8.0,5.0,2500,1000.0,0.42656,0.0
26,200,0.2,4,2.0,0.005,-23.010299956639813,per_carrier_power,pink,28.284271247461902,20.0,40.0,0.8,4.0,8.0,5.0,2500,1000.0,0.4231076923076923,0.0
27,200,0.2,4,2.0,0.005,-23.010299956639813,per_carrier_power,pink,28.284271247461902,20.0,40.0,0.7692307692307693,4.0,8.0,5.0,2500,1000.0,0.42177777777777775,0.0
28,200,0.2,4,2.0,0.005,-23.010299956639813,per_carrier_power,pink,28.284271247461902,20.0,40.0,0.7407407407407407,4.0,8.0,5.0,2500,1000.0,0.4174428571428571,0.0
29,200,0.2,4,2.0,0.005,-23.010299956639813,per_carrier_power,pink,28.284271247461902,20.0,40.0,0.7142857142857143,4.0,8.0,5.0,2500,1000.0,0.4184,0.0
30,200,0.2,4,2.0,0.005,-23.010299956639813,per_carrier_power,pink,28.284271247461902,20.0,40.0,0.6896551724137931,4.0,8.0,5.0,2500,1000.0,0.41497333333333336,0.0
